sample_id,case_id,family,sampling_tag,noise_tag,x_star,y_star,u_obs,v_obs,p_obs,region_id,wall_distance_star,segment_id_raw,xi_section_star,eta_section_star,section_width_star,u_obs_mask,v_obs_mask,p_obs_mask
8526,B-train-2,bend,section_bands_4,clean,1.82415,-0.272727,,,192.478,0,0.227273,0,1.82415,-0.272727,0.08,0,0,1
8527,B-train-2,bend,section_bands_4,clean,1.82622,-0.227273,,,192.454,0,0.272727,0,1.82622,-0.227273,0.08,0,0,1
8530,B-train-2,bend,section_bands_4,clean,1.83035,-0.136364,,,192.404,0,0.3636359999999999,0,1.83035,-0.136364,0.08,0,0,1
8512,B-train-2,bend,section_bands_4,clean,1.83346,0.340909,,,192.367,0,0.1590909999999999,0,1.83346,0.340909,0.08,0,0,1
8519,B-train-2,bend,section_bands_4,clean,1.83656,-3.67002e-09,,,192.33,0,0.49999999632998,0,1.83656,-3.67002e-09,0.08,0,0,1
8515,B-train-2,bend,section_bands_4,clean,1.83966,-0.340909,,,192.292,0,0.1590909999999999,0,1.83966,-0.340909,0.08,0,0,1
8517,B-train-2,bend,section_bands_4,clean,1.84586,-0.0681818,,,192.218,0,0.4318182,0,1.84586,-0.0681818,0.08,0,0,1
8513,B-train-2,bend,section_bands_4,clean,1.84896,0.0454545,,,192.181,0,0.4545455,0,1.84896,0.0454545,0.08,0,0,1
8502,B-train-2,bend,section_bands_4,clean,1.8593,-0.272727,,,192.057,0,0.227273,0,1.8593,-0.272727,0.08,0,0,1
8501,B-train-2,bend,section_bands_4,clean,1.8593,-0.227273,,,192.057,0,0.272727,0,1.8593,-0.227273,0.08,0,0,1
8505,B-train-2,bend,section_bands_4,clean,1.8593,-0.181818,,,192.057,0,0.3181819999999999,0,1.8593,-0.181818,0.08,0,0,1
8510,B-train-2,bend,section_bands_4,clean,1.8593,0.0909091,,,192.057,0,0.4090909,0,1.8593,0.0909091,0.08,0,0,1
8511,B-train-2,bend,section_bands_4,clean,1.8593,0.136364,,,192.057,0,0.3636359999999999,0,1.8593,0.136364,0.08,0,0,1
8509,B-train-2,bend,section_bands_4,clean,1.8593,0.181818,,,192.057,0,0.3181819999999999,0,1.8593,0.181818,0.08,0,0,1
8508,B-train-2,bend,section_bands_4,clean,1.8593,0.227273,,,192.057,0,0.272727,0,1.8593,0.227273,0.08,0,0,1
8506,B-train-2,bend,section_bands_4,clean,1.8593,0.272727,,,192.057,0,0.227273,0,1.8593,0.272727,0.08,0,0,1
8507,B-train-2,bend,section_bands_4,clean,1.8593,0.318182,,,192.057,0,0.1818179999999999,0,1.8593,0.318182,0.08,0,0,1
8499,B-train-2,bend,section_bands_4,clean,1.8593,0.363636,,,192.057,2,0.1363639999999999,0,1.8593,0.363636,0.08,0,0,1
8497,B-train-2,bend,section_bands_4,clean,1.8593,0.409091,,,192.057,2,0.090909,0,1.8593,0.409091,0.08,0,0,1
8498,B-train-2,bend,section_bands_4,clean,1.8593,0.454545,,,192.057,2,0.045455,0,1.8593,0.454545,0.08,0,0,1
8518,B-train-2,bend,section_bands_4,clean,1.86137,-0.454545,,,192.032,2,0.045455,0,1.86137,-0.454545,0.08,0,0,1
8516,B-train-2,bend,section_bands_4,clean,1.86343,-0.409091,,,192.007,2,0.090909,0,1.86343,-0.409091,0.08,0,0,1
8514,B-train-2,bend,section_bands_4,clean,1.8655,-0.363636,,,191.982,2,0.1363639999999999,0,1.8655,-0.363636,0.08,0,0,1
8500,B-train-2,bend,section_bands_4,clean,1.86757,-0.318182,,,191.957,0,0.1818179999999999,0,1.86757,-0.318182,0.08,0,0,1
8503,B-train-2,bend,section_bands_4,clean,1.87584,-0.136364,,,191.858,0,0.3636359999999999,0,1.87584,-0.136364,0.08,0,0,1
8504,B-train-2,bend,section_bands_4,clean,1.8779,-0.0909091,,,191.833,0,0.4090909,0,1.8779,-0.0909091,0.08,0,0,1
8494,B-train-2,bend,section_bands_4,clean,1.87997,-0.0454546,,,191.809,0,0.4545454,0,1.87997,-0.0454546,0.08,0,0,1
8493,B-train-2,bend,section_bands_4,clean,1.88204,-3.67002e-09,,,191.784,0,0.49999999632998,0,1.88204,-3.67002e-09,0.08,0,0,1
8489,B-train-2,bend,section_bands_4,clean,1.88411,0.0454545,,,191.759,0,0.4545455,0,1.88411,0.0454545,0.08,0,0,1
8482,B-train-2,bend,section_bands_4,clean,1.89444,0.272727,,,191.635,0,0.227273,0,1.89444,0.272727,0.08,0,0,1
8487,B-train-2,bend,section_bands_4,clean,1.89651,0.318182,,,191.61,0,0.1818179999999999,0,1.89651,0.318182,0.08,0,0,1
8476,B-train-2,bend,section_bands_4,clean,1.89858,0.363636,,,191.585,2,0.1363639999999999,0,1.89858,0.363636,0.08,0,0,1
8491,B-train-2,bend,section_bands_4,clean,1.90478,-0.409091,,,191.511,2,0.090909,0,1.90478,-0.409091,0.08,0,0,1
8478,B-train-2,bend,section_bands_4,clean,1.90478,-0.272727,,,191.511,0,0.227273,0,1.90478,-0.272727,0.08,0,0,1
8477,B-train-2,bend,section_bands_4,clean,1.90478,-0.227273,,,191.511,0,0.272727,0,1.90478,-0.227273,0.08,0,0,1
8481,B-train-2,bend,section_bands_4,clean,1.90478,-0.181818,,,191.511,0,0.3181819999999999,0,1.90478,-0.181818,0.08,0,0,1
8485,B-train-2,bend,section_bands_4,clean,1.90478,0.0909091,,,191.511,0,0.4090909,0,1.90478,0.0909091,0.08,0,0,1
8486,B-train-2,bend,section_bands_4,clean,1.90478,0.136364,,,191.511,0,0.3636359999999999,0,1.90478,0.136364,0.08,0,0,1
8484,B-train-2,bend,section_bands_4,clean,1.90478,0.181818,,,191.511,0,0.3181819999999999,0,1.90478,0.181818,0.08,0,0,1
8483,B-train-2,bend,section_bands_4,clean,1.90478,0.227273,,,191.511,0,0.272727,0,1.90478,0.227273,0.08,0,0,1
8473,B-train-2,bend,section_bands_4,clean,1.90478,0.409091,,,191.511,2,0.090909,0,1.90478,0.409091,0.08,0,0,1
8475,B-train-2,bend,section_bands_4,clean,1.90478,0.454545,,,191.511,2,0.045455,0,1.90478,0.454545,0.08,0,0,1
8492,B-train-2,bend,section_bands_4,clean,1.90685,-0.454545,,,191.486,2,0.045455,0,1.90685,-0.454545,0.08,0,0,1
8490,B-train-2,bend,section_bands_4,clean,1.91098,-0.363636,,,191.436,2,0.1363639999999999,0,1.91098,-0.363636,0.08,0,0,1
8488,B-train-2,bend,section_bands_4,clean,1.91305,-0.318182,,,191.412,0,0.1818179999999999,0,1.91305,-0.318182,0.08,0,0,1
8480,B-train-2,bend,section_bands_4,clean,1.91305,-0.136364,,,191.412,0,0.3636359999999999,0,1.91305,-0.136364,0.08,0,0,1
8479,B-train-2,bend,section_bands_4,clean,1.91408,-0.0909091,,,191.399,0,0.4090909,0,1.91408,-0.0909091,0.08,0,0,1
8471,B-train-2,bend,section_bands_4,clean,1.91512,-0.0454546,,,191.387,0,0.4545454,0,1.91512,-0.0454546,0.08,0,0,1
8464,B-train-2,bend,section_bands_4,clean,1.92339,0.295455,,,191.288,0,0.2045449999999999,0,1.92339,0.295455,0.08,0,0,1
8463,B-train-2,bend,section_bands_4,clean,1.92442,0.340909,,,191.275,0,0.1590909999999999,0,1.92442,0.340909,0.08,0,0,1
8470,B-train-2,bend,section_bands_4,clean,1.92752,-3.67002e-09,,,191.238,0,0.49999999632998,0,1.92752,-3.67002e-09,0.08,0,0,1
8466,B-train-2,bend,section_bands_4,clean,1.92959,0.0454545,,,191.213,0,0.4545455,0,1.92959,0.0454545,0.08,0,0,1
8451,B-train-2,bend,section_bands_4,clean,1.94613,0.409091,,,191.015,2,0.090909,0,1.94613,0.409091,0.08,0,0,1
8450,B-train-2,bend,section_bands_4,clean,1.9482,0.454545,,,190.99,2,0.045455,0,1.9482,0.454545,0.08,0,0,1
8468,B-train-2,bend,section_bands_4,clean,1.95026,-0.454545,,,190.965,2,0.045455,0,1.95026,-0.454545,0.08,0,0,1
8469,B-train-2,bend,section_bands_4,clean,1.95026,-0.409091,,,190.965,2,0.090909,0,1.95026,-0.409091,0.08,0,0,1
8467,B-train-2,bend,section_bands_4,clean,1.95026,-0.363636,,,190.965,2,0.1363639999999999,0,1.95026,-0.363636,0.08,0,0,1
8465,B-train-2,bend,section_bands_4,clean,1.95026,-0.318182,,,190.965,0,0.1818179999999999,0,1.95026,-0.318182,0.08,0,0,1
8457,B-train-2,bend,section_bands_4,clean,1.95026,-0.227273,,,190.965,0,0.272727,0,1.95026,-0.227273,0.08,0,0,1
8456,B-train-2,bend,section_bands_4,clean,1.95026,-0.181818,,,190.965,0,0.3181819999999999,0,1.95026,-0.181818,0.08,0,0,1
8455,B-train-2,bend,section_bands_4,clean,1.95026,-0.136364,,,190.965,0,0.3636359999999999,0,1.95026,-0.136364,0.08,0,0,1
8454,B-train-2,bend,section_bands_4,clean,1.95026,-0.0909091,,,190.965,0,0.4090909,0,1.95026,-0.0909091,0.08,0,0,1
8447,B-train-2,bend,section_bands_4,clean,1.95026,-0.0454546,,,190.965,0,0.4545454,0,1.95026,-0.0454546,0.08,0,0,1
8462,B-train-2,bend,section_bands_4,clean,1.95026,0.0909091,,,190.965,0,0.4090909,0,1.95026,0.0909091,0.08,0,0,1
8461,B-train-2,bend,section_bands_4,clean,1.95026,0.136364,,,190.965,0,0.3636359999999999,0,1.95026,0.136364,0.08,0,0,1
8460,B-train-2,bend,section_bands_4,clean,1.95026,0.181818,,,190.965,0,0.3181819999999999,0,1.95026,0.181818,0.08,0,0,1
8459,B-train-2,bend,section_bands_4,clean,1.95026,0.227273,,,190.965,0,0.272727,0,1.95026,0.227273,0.08,0,0,1
8458,B-train-2,bend,section_bands_4,clean,1.95026,0.272727,,,190.965,0,0.227273,0,1.95026,0.272727,0.08,0,0,1
8441,B-train-2,bend,section_bands_4,clean,1.95026,0.318182,,,190.965,0,0.1818179999999999,0,1.95026,0.318182,0.08,0,0,1
8452,B-train-2,bend,section_bands_4,clean,1.95026,0.363636,,,190.965,2,0.1363639999999999,0,1.95026,0.363636,0.08,0,0,1
