x_star,y_star,u_star,v_star,p_star,bc_tag
0,0.13891,1.38422,1.9045e-40,297.377,1
0,0.113654,1.4225,1.57692e-40,297.377,1
0.0183078,0.13282,1.39415,3.72764e-10,297.158,0
0,0.239936,1.15458,3.05546e-40,297.377,1
0,0.265192,1.07804,3.28314e-40,297.377,1
0,0.214679,1.22348,2.7937e-40,297.377,1
0,0.164167,1.3383,2.22331e-40,297.377,1
0,0.189423,1.28471,2.51613e-40,297.377,1
0.0196753,0.235527,1.16716,6.50912e-10,297.141,0
0,0.290449,0.993837,3.4957e-40,297.377,1
0.0196753,0.282349,1.02168,7.36143e-10,297.141,0
0,0.315705,0.901982,3.65581e-40,297.377,1
0.0191724,0.10523,1.43356,3.12348e-10,297.147,0
0,0.0883974,1.45312,1.23753e-40,297.377,1
0.0393172,0.154814,1.35619,8.52438e-10,296.906,0
0.0406483,0.124086,1.40762,7.16817e-10,296.89,0
0,0.416731,0.458013,4.02996e-40,297.377,1
0.0196755,0.258938,1.09771,6.96374e-10,297.141,0
0.0205129,0.206686,1.24369,6.1106e-10,297.131,0
0.020513,0.182834,1.29943,5.51371e-10,297.131,0
0.0444005,0.226789,1.1914,1.29245e-09,296.845,0
0,0.391474,0.580487,3.96938e-40,297.377,1
0.0233487,0.308618,0.928528,9.00577e-10,297.097,0
0.0436367,0.282079,1.02259,1.46346e-09,296.854,0
0.0318786,0.332836,0.835323,1.21074e-09,296.995,0
0,0.366218,0.695306,3.92714e-40,297.377,1
0,0.340962,0.802471,3.77863e-40,297.377,1
0.0406487,0.10102,1.43877,5.90213e-10,296.89,0
0.0191725,0.0810071,1.46063,2.42358e-10,297.147,0
0,0.063141,1.47608,8.92806e-41,297.377,1
0.0641004,0.172635,1.32118,1.3901e-09,296.608,0
0.0647411,0.145239,1.37343,1.20525e-09,296.601,0
0.0647411,0.101702,1.43794,8.67631e-10,296.601,0
0,0.441987,0.327884,4.02425e-40,297.377,1
0,0.467244,0.190101,4.59784e-40,297.377,1
0.023428,0.421259,0.435245,8.99961e-10,297.096,0
0.0612114,0.260021,1.09433,1.8131e-09,296.643,0
0.0634375,0.200981,1.25764,1.56091e-09,296.616,0
0.0722776,0.22994,1.18277,1.89035e-09,296.51,0
0.0234109,0.384693,0.612067,9.45827e-10,297.097,0
0.0728471,0.310289,0.922324,2.19652e-09,296.503,0
0.0418824,0.361237,0.717045,1.51102e-09,296.875,0
0.0406483,0.077953,1.46354,4.59445e-10,296.89,0
0,0.0378846,1.49139,5.33717e-41,297.377,1
0.0371559,0.0512557,1.48424,2.81794e-10,296.932,0
0.091815,0.16901,1.32861,1.75586e-09,296.276,0
0.091815,0.12839,1.4011,1.38039e-09,296.276,0
0.0831507,0.0782954,1.46322,8.09651e-10,296.38,0
0.122189,0.177004,1.31202,2.14948e-09,295.911,0
0.0263641,0.461918,0.219792,7.64264e-10,297.061,0
0,0.5,-1.54676e-30,3.80341e-30,297.377,1
0.0565139,0.427654,0.402673,1.49305e-09,296.699,0
0.104787,0.259524,1.09588,2.54768e-09,296.12,0
0.123029,0.225615,1.19459,2.55798e-09,295.901,0
0.12376,0.332161,0.838014,2.83849e-09,295.892,0
0.0733262,0.38109,0.628624,2.09131e-09,296.498,0
0,0.0126282,1.49904,1.78996e-41,297.377,1
0.0223101,0.00612116,1.49978,2.13148e-11,297.11,0
0.114881,0.0654083,1.47433,8.35718e-10,295.999,0
0.0918286,0.0422218,1.4893,4.73095e-10,296.275,0
0.0628126,0.0470162,1.48674,3.99118e-10,296.624,0
0.0371555,0.0280006,1.4953,1.54459e-10,296.932,0
0.140048,0.140511,1.38154,1.89413e-09,295.697,0
0.140048,0.0907224,1.45062,1.27038e-09,295.697,0
0.156288,0.20878,1.23847,2.68876e-09,295.502,0
0.0767391,0.5,1.69522e-31,8.37597e-30,296.457,3
0.114806,0.440516,0.335675,1.56616e-09,296,0
