sample_id,case_id,family,sampling_tag,noise_tag,x_star,y_star,u_obs,v_obs,p_obs,region_id,wall_distance_star,u_obs_mask,v_obs_mask,p_obs_mask
1096,C-train-1,contraction,region_aware_5pct,clean,6.73952,0.176477,,,180.331,1,0.2622967929114663,0,0,1
912,C-train-1,contraction,region_aware_5pct,clean,5.35085,-0.130788,,,201.694,1,0.3529815101338518,0,0,1
1153,C-train-1,contraction,region_aware_5pct,clean,7.15621,-0.0860001,,,172.649,1,0.3440003928517571,0,0,1
1179,C-train-1,contraction,region_aware_5pct,clean,7.33352,-7.79055e-09,,,169.27,1,0.427660004237215,0,0,1
870,C-train-1,contraction,region_aware_5pct,clean,5.09294,0.222086,,,205.071,1,0.2681998623734706,0,0,1
1108,C-train-1,contraction,region_aware_5pct,clean,6.90797,0.261435,,,177.343,1,0.1732589633096469,0,0,1
767,C-train-1,contraction,region_aware_5pct,clean,4.23056,0.136328,,,215.612,1,0.3635405055621518,0,0,1
830,C-train-1,contraction,region_aware_5pct,clean,4.81891,0.270553,,,208.508,1,0.2248258657270593,0,0,1
1243,C-train-1,contraction,region_aware_5pct,clean,7.95411,0.0850001,,,157.217,1,0.3400010130934816,0,0,1
848,C-train-1,contraction,region_aware_5pct,clean,4.93981,-0.224263,,,206.998,1,0.2691155566518618,0,0,1
1008,C-train-1,contraction,region_aware_5pct,clean,6.09234,-0.275555,,,191.192,1,0.1837032823225312,0,0,1
742,C-train-1,contraction,region_aware_5pct,clean,4.11772,0.22725,,,216.967,1,0.2727317164671225,0,0,1
835,C-train-1,contraction,region_aware_5pct,clean,4.83503,-0.314691,,,208.325,1,0.1804439859355992,0,0,1
652,C-train-1,contraction,region_aware_5pct,clean,3.5737,-0.272727,,,223.494,1,0.227273,0,0,1
1167,C-train-1,contraction,region_aware_5pct,clean,7.36012,0.171322,,,168.78,1,0.2560586868282649,0,0,1
711,C-train-1,contraction,region_aware_5pct,clean,3.90817,-0.136363,,,219.481,1,0.363637,0,0,1
1115,C-train-1,contraction,region_aware_5pct,clean,6.89024,-0.261055,,,177.668,1,0.1740357960241711,0,0,1
1184,C-train-1,contraction,region_aware_5pct,clean,7.52413,0.170589,,,165.608,1,0.2554592036375279,0,0,1
969,C-train-1,contraction,region_aware_5pct,clean,5.82637,-0.298183,,,195.206,1,0.170390578201606,0,0,1
718,C-train-1,contraction,region_aware_5pct,clean,3.94041,0.227273,,,219.094,1,0.272727,0,0,1
702,C-train-1,contraction,region_aware_5pct,clean,3.89205,-0.318182,,,219.674,1,0.1818179999999999,0,0,1
837,C-train-1,contraction,region_aware_5pct,clean,4.81891,-0.134498,,,208.477,1,0.3608808657270593,0,0,1
723,C-train-1,contraction,region_aware_5pct,clean,3.99683,-0.136364,,,218.417,1,0.3636359999999999,0,0,1
1252,C-train-1,contraction,region_aware_5pct,clean,8.0605,-0.255,,,155.138,1,0.1699999999999999,0,0,1
776,C-train-1,contraction,region_aware_5pct,clean,4.39175,0.317688,,,213.687,1,0.1817069029729106,0,0,1
775,C-train-1,contraction,region_aware_5pct,clean,4.42399,-0.317841,,,213.3,1,0.1814017951555639,0,0,1
1306,C-train-1,contraction,region_aware_5pct,clean,8.43286,-0.085,,,147.862,1,0.3399999999999999,0,0,1
1051,C-train-1,contraction,region_aware_5pct,clean,6.3583,-7.79055e-09,,,186.807,1,0.4501704332262579,0,0,1
1124,C-train-1,contraction,region_aware_5pct,clean,6.89024,-7.79055e-09,,,177.572,1,0.4350907882336211,0,0,1
1000,C-train-1,contraction,region_aware_5pct,clean,6.00368,-7.79055e-09,,,192.42,1,0.4623706175014577,0,0,1
756,C-train-1,contraction,region_aware_5pct,clean,4.19026,0.0453972,,,216.095,1,0.4545277395151882,0,0,1
931,C-train-1,contraction,region_aware_5pct,clean,5.5604,-0.217029,,,198.903,1,0.2604351369254656,0,0,1
930,C-train-1,contraction,region_aware_5pct,clean,5.5604,-0.303841,,,198.966,1,0.1736231369254655,0,0,1
1040,C-train-1,contraction,region_aware_5pct,clean,6.32284,-0.0888484,,,187.403,1,0.3624973725878165,0,0,1
780,C-train-1,contraction,region_aware_5pct,clean,4.40787,0.226964,,,213.485,1,0.2723575125872362,0,0,1
943,C-train-1,contraction,region_aware_5pct,clean,5.64906,-0.30201,,,197.737,1,0.1725768233611995,0,0,1
1177,C-train-1,contraction,region_aware_5pct,clean,7.40445,-0.255907,,,167.947,1,0.1710484474921801,0,0,1
1279,C-train-1,contraction,region_aware_5pct,clean,8.19348,0.17,,,152.539,1,0.255,0,0,1
909,C-train-1,contraction,region_aware_5pct,clean,5.32667,0.13326,,,202.015,1,0.3511838881989574,0,0,1
852,C-train-1,contraction,region_aware_5pct,clean,4.93981,0.313968,,,207.032,1,0.1794105566518617,0,0,1
1181,C-train-1,contraction,region_aware_5pct,clean,7.40445,-0.0852459,,,167.912,1,0.3417095474921801,0,0,1
737,C-train-1,contraction,region_aware_5pct,clean,4.15802,-0.31818,,,216.486,1,0.181776456804722,0,0,1
973,C-train-1,contraction,region_aware_5pct,clean,5.89085,-0.210741,,,194.187,1,0.255588692065151,0,0,1
1158,C-train-1,contraction,region_aware_5pct,clean,7.33352,0.342128,,,169.355,2,0.085532012027765,0,0,1
203,C-train-1,contraction,region_aware_5pct,clean,0.125427,0.39963,,,264.873,2,0.10037,0,0,1
1654,C-train-1,contraction,region_aware_5pct,clean,11.323,0.34,,,91.3877,2,0.0849999999999999,0,0,1
1378,C-train-1,contraction,region_aware_5pct,clean,9.10664,0.34,,,134.696,2,0.0849999999999999,0,0,1
715,C-train-1,contraction,region_aware_5pct,clean,3.95653,0.409091,,,218.899,2,0.090909,0,0,1
308,C-train-1,contraction,region_aware_5pct,clean,0.942225,0.409091,,,255.071,2,0.090909,0,0,1
1806,C-train-1,contraction,region_aware_5pct,clean,12.5554,0.34,,,67.3082,2,0.0849999999999999,0,0,1
1409,C-train-1,contraction,region_aware_5pct,clean,9.28395,-0.34,,,131.231,2,0.0849999999999999,0,0,1
575,C-train-1,contraction,region_aware_5pct,clean,2.98937,-0.409091,,,230.506,2,0.090909,0,0,1
114,C-train-1,contraction,region_aware_5pct,clean,0.0947685,-0.449557,,,265.241,2,0.050443,0,0,1
158,C-train-1,contraction,region_aware_5pct,clean,0.275069,-0.440197,,,263.077,2,0.0598029999999999,0,0,1
889,C-train-1,contraction,region_aware_5pct,clean,5.20578,0.398966,,,203.738,2,0.0886592258285873,0,0,1
2315,C-train-1,contraction,region_aware_5pct,clean,15.8736,-0.289816,,,2.47,2,0.1351839999999999,0,0,1
1833,C-train-1,contraction,region_aware_5pct,clean,12.7504,-0.34,,,63.497,2,0.0849999999999999,0,0,1
134,C-train-1,contraction,region_aware_5pct,clean,0.185473,-0.434278,,,264.153,2,0.065722,0,0,1
2165,C-train-1,contraction,region_aware_5pct,clean,15.1441,-0.34,,,16.7239,2,0.0849999999999999,0,0,1
468,C-train-1,contraction,region_aware_5pct,clean,2.10281,0.409091,,,241.144,2,0.090909,0,0,1
1352,C-train-1,contraction,region_aware_5pct,clean,8.84067,-0.34,,,139.893,2,0.0849999999999999,0,0,1
1299,C-train-1,contraction,region_aware_5pct,clean,8.47718,0.34,,,146.996,2,0.0849999999999999,0,0,1
239,C-train-1,contraction,region_aware_5pct,clean,0.359997,0.435549,,,262.058,2,0.0644509999999999,0,0,1
