sample_id,case_id,family,sampling_tag,noise_tag,x_star,y_star,u_obs,v_obs,p_obs,region_id,wall_distance_star,segment_id_raw,xi_section_star,eta_section_star,section_width_star,u_obs_mask,v_obs_mask,p_obs_mask
2373,B-train-2__ip_blunted,bend,section_bands_2,clean,9.40909,6.82109,,,50.1468,2,0.0909099999999992,2,1.8210899999999999,-0.40909000000000073,0.08,0,0,1
2374,B-train-2__ip_blunted,bend,section_bands_2,clean,9.36364,6.82109,,,50.1468,2,0.1363599999999999,2,1.8210899999999999,-0.3636400000000001,0.08,0,0,1
2375,B-train-2__ip_blunted,bend,section_bands_2,clean,9.31818,6.82109,,,50.1468,0,0.1818200000000002,2,1.8210899999999999,-0.3181799999999998,0.08,0,0,1
2382,B-train-2__ip_blunted,bend,section_bands_2,clean,9.22727,6.82109,,,50.1468,0,0.2727299999999993,2,1.8210899999999999,-0.22727000000000064,0.08,0,0,1
2383,B-train-2__ip_blunted,bend,section_bands_2,clean,9.18182,6.82109,,,50.1468,0,0.31818,2,1.8210899999999999,-0.18181999999999998,0.08,0,0,1
2379,B-train-2__ip_blunted,bend,section_bands_2,clean,9.09091,6.82109,,,50.1469,0,0.4090900000000009,2,1.8210899999999999,-0.09090999999999905,0.08,0,0,1
2378,B-train-2__ip_blunted,bend,section_bands_2,clean,9.04545,6.82109,,,50.1469,0,0.4545499999999994,2,1.8210899999999999,-0.045450000000000546,0.08,0,0,1
2360,B-train-2__ip_blunted,bend,section_bands_2,clean,9.0,6.82109,,,50.1469,0,0.4999999999999999,2,1.8210899999999999,1.1150960197296265e-16,0.08,0,0,1
2367,B-train-2__ip_blunted,bend,section_bands_2,clean,8.90909,6.82109,,,50.1469,0,0.4090900000000007,2,1.8210899999999999,0.09090999999999927,0.08,0,0,1
2370,B-train-2__ip_blunted,bend,section_bands_2,clean,8.68182,6.82109,,,50.147,0,0.1818199999999999,2,1.8210899999999999,0.31818,0.08,0,0,1
2369,B-train-2__ip_blunted,bend,section_bands_2,clean,8.63636,6.82109,,,50.147,2,0.1363599999999997,2,1.8210899999999999,0.3636400000000003,0.08,0,0,1
2364,B-train-2__ip_blunted,bend,section_bands_2,clean,8.59091,6.82109,,,50.147,2,0.090909999999999,2,1.8210899999999999,0.40909000000000095,0.08,0,0,1
2363,B-train-2__ip_blunted,bend,section_bands_2,clean,8.54545,6.82316,,,50.1222,2,0.0454500000000005,2,1.8231599999999997,0.45454999999999945,0.08,0,0,1
2361,B-train-2__ip_blunted,bend,section_bands_2,clean,8.95455,6.83143,,,50.0228,0,0.4545499999999992,2,1.8314300000000001,0.04545000000000077,0.08,0,0,1
2368,B-train-2__ip_blunted,bend,section_bands_2,clean,8.72727,6.83143,,,50.0229,0,0.2272700000000006,2,1.8314300000000001,0.27272999999999936,0.08,0,0,1
2359,B-train-2__ip_blunted,bend,section_bands_2,clean,8.77273,6.8335,,,49.9981,0,0.2727299999999991,2,1.8335,0.22727000000000086,0.08,0,0,1
2366,B-train-2__ip_blunted,bend,section_bands_2,clean,8.81818,6.83556,,,49.9733,0,0.3181799999999998,2,1.83556,0.1818200000000002,0.08,0,0,1
2365,B-train-2__ip_blunted,bend,section_bands_2,clean,8.86364,6.83763,,,49.9484,0,0.3636400000000001,2,1.8376299999999999,0.13635999999999993,0.08,0,0,1
2356,B-train-2__ip_blunted,bend,section_bands_2,clean,9.13636,6.85004,,,49.7995,0,0.3636400000000003,2,1.85004,-0.1363599999999997,0.08,0,0,1
2358,B-train-2__ip_blunted,bend,section_bands_2,clean,9.22727,6.85417,,,49.7499,0,0.2727299999999993,2,1.8541699999999999,-0.22727000000000064,0.08,0,0,1
2352,B-train-2__ip_blunted,bend,section_bands_2,clean,9.0,6.8552,,,49.7375,0,0.4999999999999999,2,1.8552,1.135982370889085e-16,0.08,0,0,1
2355,B-train-2__ip_blunted,bend,section_bands_2,clean,9.27273,6.85624,,,49.7251,0,0.2272700000000008,2,1.8562399999999997,-0.27272999999999914,0.08,0,0,1
2351,B-train-2__ip_blunted,bend,section_bands_2,clean,9.31818,6.85831,,,49.7003,0,0.1818200000000002,2,1.8583100000000004,-0.3181799999999998,0.08,0,0,1
2349,B-train-2__ip_blunted,bend,section_bands_2,clean,9.40909,6.86244,,,49.6506,2,0.0909099999999992,2,1.8624400000000003,-0.40909000000000073,0.08,0,0,1
2348,B-train-2__ip_blunted,bend,section_bands_2,clean,9.45455,6.86658,,,49.601,2,0.0454500000000007,2,1.86658,-0.45454999999999923,0.08,0,0,1
2350,B-train-2__ip_blunted,bend,section_bands_2,clean,9.36364,6.86658,,,49.601,2,0.1363599999999999,2,1.86658,-0.3636400000000001,0.08,0,0,1
2357,B-train-2__ip_blunted,bend,section_bands_2,clean,9.18182,6.86658,,,49.601,0,0.31818,2,1.86658,-0.18181999999999998,0.08,0,0,1
2354,B-train-2__ip_blunted,bend,section_bands_2,clean,9.09091,6.86658,,,49.6011,0,0.4090900000000009,2,1.86658,-0.09090999999999905,0.08,0,0,1
2353,B-train-2__ip_blunted,bend,section_bands_2,clean,9.04545,6.86658,,,49.6011,0,0.4545499999999994,2,1.86658,-0.045450000000000546,0.08,0,0,1
2342,B-train-2__ip_blunted,bend,section_bands_2,clean,8.95455,6.86658,,,49.6011,0,0.4545499999999992,2,1.86658,0.04545000000000077,0.08,0,0,1
