sample_id,case_id,boundary_type,x_star,y_star,u_bc,v_bc,p_bc,normal_x,normal_y
88,C-base,inlet,0.0,0.38,0.6335999999999999,0.0,,-1.0,0.0
89,C-base,inlet,0.0,0.39,0.5873999999999999,0.0,,-1.0,0.0
90,C-base,inlet,0.0,0.4,0.5399999999999998,0.0,,-1.0,0.0
91,C-base,inlet,0.0,0.41000000000000003,0.49139999999999984,0.0,,-1.0,0.0
92,C-base,inlet,0.0,0.42000000000000004,0.4415999999999998,0.0,,-1.0,0.0
93,C-base,inlet,0.0,0.43000000000000005,0.3905999999999998,0.0,,-1.0,0.0
94,C-base,inlet,0.0,0.44000000000000006,0.3383999999999997,0.0,,-1.0,0.0
95,C-base,inlet,0.0,0.45000000000000007,0.2849999999999996,0.0,,-1.0,0.0
96,C-base,inlet,0.0,0.45999999999999996,0.23040000000000027,0.0,,-1.0,0.0
97,C-base,inlet,0.0,0.47,0.1746000000000001,0.0,,-1.0,0.0
98,C-base,inlet,0.0,0.48,0.11760000000000004,0.0,,-1.0,0.0
99,C-base,inlet,0.0,0.49,0.05940000000000012,0.0,,-1.0,0.0
100,C-base,inlet,0.0,0.5,0.0,0.0,,-1.0,0.0
101,C-base,wall,0.0,0.5,0.0,0.0,,0.0,1.0
102,C-base,wall,0.16,0.5,0.0,0.0,,0.0,1.0
103,C-base,wall,0.32,0.5,0.0,0.0,,0.0,1.0
104,C-base,wall,0.48,0.5,0.0,0.0,,0.0,1.0
105,C-base,wall,0.64,0.5,0.0,0.0,,0.0,1.0
106,C-base,wall,0.8,0.5,0.0,0.0,,0.0,1.0
107,C-base,wall,0.96,0.5,0.0,0.0,,0.0,1.0
108,C-base,wall,1.12,0.5,0.0,0.0,,0.0,1.0
109,C-base,wall,1.28,0.5,0.0,0.0,,0.0,1.0
110,C-base,wall,1.44,0.5,0.0,0.0,,0.0,1.0
111,C-base,wall,1.6,0.5,0.0,0.0,,0.0,1.0
112,C-base,wall,1.76,0.5,0.0,0.0,,0.0,1.0
113,C-base,wall,1.92,0.5,0.0,0.0,,0.0,1.0
114,C-base,wall,2.08,0.5,0.0,0.0,,0.0,1.0
115,C-base,wall,2.24,0.5,0.0,0.0,,0.0,1.0
116,C-base,wall,2.4,0.5,0.0,0.0,,0.0,1.0
117,C-base,wall,2.56,0.5,0.0,0.0,,0.0,1.0
118,C-base,wall,2.72,0.5,0.0,0.0,,0.0,1.0
119,C-base,wall,2.88,0.5,0.0,0.0,,0.0,1.0
120,C-base,wall,3.04,0.5,0.0,0.0,,0.0,1.0
121,C-base,wall,3.2,0.5,0.0,0.0,,0.0,1.0
122,C-base,wall,3.36,0.5,0.0,0.0,,0.0,1.0
123,C-base,wall,3.52,0.5,0.0,0.0,,0.0,1.0
124,C-base,wall,3.68,0.5,0.0,0.0,,0.0,1.0
125,C-base,wall,3.84,0.5,0.0,0.0,,0.0,1.0
126,C-base,wall,4.0,0.5,0.0,0.0,,0.0,1.0
127,C-base,wall,4.16,0.49990966784,0.0,0.0,,0.0,1.0
128,C-base,wall,4.32,0.49932121088,0.0,0.0,,0.0,1.0
129,C-base,wall,4.48,0.49785216511999997,0.0,0.0,,0.0,1.0
130,C-base,wall,4.64,0.49523618816,0.0,0.0,,0.0,1.0
131,C-base,wall,4.8,0.491312,0.0,0.0,,0.0,1.0
132,C-base,wall,4.96,0.48601232384,0.0,0.0,,0.0,1.0
133,C-base,wall,5.12,0.47935282687999997,0.0,0.0,,0.0,1.0
134,C-base,wall,5.28,0.47142106112,0.0,0.0,,0.0,1.0
135,C-base,wall,5.44,0.46236540416,0.0,0.0,,0.0,1.0
136,C-base,wall,5.6000000000000005,0.45238399999999995,0.0,0.0,,0.0,1.0
137,C-base,wall,5.76,0.44171369984,0.0,0.0,,0.0,1.0
138,C-base,wall,5.92,0.43061900288,0.0,0.0,,0.0,1.0
139,C-base,wall,6.08,0.41938099712,0.0,0.0,,0.0,1.0
140,C-base,wall,6.24,0.40828630016,0.0,0.0,,0.0,1.0
141,C-base,wall,6.4,0.39761599999999997,0.0,0.0,,0.0,1.0
142,C-base,wall,6.5600000000000005,0.38763459583999993,0.0,0.0,,0.0,1.0
143,C-base,wall,6.72,0.3785789388799999,0.0,0.0,,0.0,1.0
144,C-base,wall,6.88,0.37064717311999995,0.0,0.0,,0.0,1.0
145,C-base,wall,7.04,0.3639876761599999,0.0,0.0,,0.0,1.0
146,C-base,wall,7.2,0.3586879999999999,0.0,0.0,,0.0,1.0
147,C-base,wall,7.36,0.3547638118399999,0.0,0.0,,0.0,1.0
148,C-base,wall,7.5200000000000005,0.3521478348800001,0.0,0.0,,0.0,1.0
149,C-base,wall,7.68,0.3506787891199999,0.0,0.0,,0.0,1.0
150,C-base,wall,7.84,0.35009033215999996,0.0,0.0,,0.0,1.0
151,C-base,wall,8.0,0.35,0.0,0.0,,0.0,1.0
