x_star,y_star,u_star,v_star,p_star,bc_tag
16,0.114329,1.91421,1.38812e-11,1.09893e-44,2
16,0.0889228,2.00454,1.15007e-11,1.54241e-44,2
15.9813,0.10922,1.93419,1.36716e-11,0.655734,0
15.9813,0.132651,1.83505,1.54999e-11,0.655734,0
16,0.139736,1.80129,1.56701e-11,8.64618e-45,2
16,0.165142,1.6658,1.6789e-11,4.84951e-45,2
16,0.190549,1.50772,1.71428e-11,-5.59852e-46,2
16,0.0635163,2.07229,8.55864e-12,1.71364e-44,2
15.9805,0.0804961,2.02951,1.07486e-11,0.683785,0
15.958,0.100028,1.96783,1.37512e-11,1.47034,0
15.9561,0.141772,1.79126,1.7465e-11,1.5349,0
15.9778,0.15911,1.70001,1.70035e-11,0.777188,0
16,0.215955,1.32705,1.64864e-11,-1.23658e-44,2
16,0.241362,1.12381,1.48503e-11,-1.84131e-44,2
15.9778,0.182176,1.56231,1.75322e-11,0.777188,0
15.9805,0.0565954,2.08683,7.83917e-12,0.683785,0
16,0.0381098,2.11745,5.34913e-12,1.87772e-44,2
15.958,0.055691,2.0886,8.24764e-12,1.47034,0
15.9321,0.122522,1.88026,1.80283e-11,2.37618,0
15.9321,0.0821747,2.02473,1.32355e-11,2.37618,0
16,0.266768,0.897982,1.25372e-11,-1.88668e-44,2
16,0.292175,0.649572,9.66812e-12,-1.75289e-44,2
15.9319,0.162716,1.67971,2.09429e-11,2.384,0
15.9777,0.257231,0.985404,1.3891e-11,0.778901,0
15.9606,0.212963,1.34951,1.81589e-11,1.3794,0
15.9805,0.0326947,2.12416,4.68209e-12,0.683785,0
16,0.0127033,2.14003,1.8387e-12,2.24884e-44,2
15.948,0.0242887,2.13254,3.85525e-12,1.81787,0
15.9278,0.0421957,2.11171,7.32534e-12,2.5251,0
15.9023,0.130538,1.84478,2.23127e-11,3.41891,0
15.8958,0.0707742,2.05524,1.4212e-11,3.64708,0
16,0.35,1.41326e-31,2.23022e-42,-4.95033e-44,2
16,0.317581,0.378579,6.01996e-12,-8.06343e-44,2
15.9753,0.296408,0.605983,9.31878e-12,0.862772,0
15.8926,0.180765,1.57126,2.74037e-11,3.75731,0
15.9164,0.212613,1.35211,2.33892e-11,2.92342,0
15.9472,0.279016,0.781052,1.30779e-11,1.84817,0
15.9113,0.252584,1.02684,2.10721e-11,3.10451,0
15.9805,-3.52334e-07,2.14286,3.13118e-14,0.683798,0
16,-0.0127033,2.14003,-1.76737e-12,2.28617e-44,2
15.9375,-0.00890485,2.14147,-1.47372e-12,2.18521,0
15.899,0.0211802,2.13501,4.37232e-12,3.53294,0
15.8605,0.10317,1.95666,2.39999e-11,4.88185,0
15.8679,0.147794,1.76076,2.9454e-11,4.6206,0
15.8528,0.0572882,2.08545,1.49312e-11,5.15047,0
15.9308,0.35,3.1105e-31,6.1543e-32,2.42273,3
15.8284,0.200407,1.4403,4.04901e-11,6.00337,0
15.8609,0.228854,1.22669,3.25003e-11,4.86781,0
15.9052,0.299321,0.575634,1.36699e-11,3.31627,0
15.9805,-0.0326948,2.12416,-4.63182e-12,0.683785,0
16,-0.0381098,2.11745,-5.30766e-12,1.90071e-44,2
15.8528,-0.0311394,2.12589,-8.22376e-12,5.15064,0
15.8924,-0.0380647,2.11751,-8.02129e-12,3.76377,0
15.9264,-0.0440074,2.10898,-7.62774e-12,2.57369,0
15.958,-0.055691,2.0886,-8.20319e-12,1.47034,0
15.8347,0.00619744,2.14218,1.81438e-12,5.78327,0
15.8139,0.131316,1.84121,3.67258e-11,6.5107,0
15.8019,0.0413182,2.11299,1.41502e-11,6.93077,0
15.7765,0.193094,1.49064,5.19787e-11,7.81928,0
15.8476,0.35,3.5069e-31,1.52715e-31,5.33228,3
15.7829,0.24341,1.10644,4.73528e-11,7.59405,0
15.8145,0.289817,0.673572,2.94143e-11,6.49025,0
15.9805,-0.0565954,2.08683,-7.79528e-12,0.683785,0
16,-0.0635163,2.07229,-8.50744e-12,1.70428e-44,2
15.9805,-0.0804961,2.02951,-1.06926e-11,0.683785,0
15.8698,-0.0662139,2.06616,-1.55024e-11,4.55634,0
15.8154,-0.0481864,2.10224,-1.52925e-11,6.45686,0
15.958,-0.100028,1.96783,-1.36974e-11,1.47034,0
15.9147,-0.0811242,2.02773,-1.4341e-11,2.98445,0
15.7804,-0.01475,2.13905,-5.65589e-12,7.68192,0
15.7415,0.0223776,2.1341,9.99879e-12,9.04222,0
15.7488,0.111456,1.92555,4.35921e-11,8.78882,0
15.7202,0.211582,1.35976,6.51842e-11,9.78929,0
15.7589,0.35,3.61932e-31,2.49306e-31,8.43455,3
15.7305,0.288319,0.688722,4.34642e-11,9.42711,0
15.8688,-0.107004,1.94257,-2.35259e-11,4.58847,0
16,-0.0889228,2.00454,-1.14453e-11,1.54434e-44,2
15.9813,-0.10922,1.93419,-1.36115e-11,0.655734,0
15.8284,-0.118224,1.89836,-3.17231e-11,6.00435,0
