x_star,y_star,u_star,v_star,p_star,bc_tag
8.94482,11,4.10078e-12,1.48173,1.03345e-44,2
8.97241,11,6.03028e-12,1.49543,1.13871e-44,2
9.08277,11,1.31077e-11,1.45889,9.50743e-45,2
9,11,7.93372e-12,1.5,1.1826e-44,2
9.05518,11,1.15106e-11,1.48173,1.03153e-44,2
9.02759,11,9.75985e-12,1.49543,1.05829e-44,2
9.11037,11,1.45272e-11,1.42692,8.38965e-45,2
8.91723,11,2.28638e-12,1.45889,9.75607e-45,2
8.92532,10.9803,2.77012e-12,1.46653,0.236387,0
8.86204,11,-1.09969e-12,1.38581,5.03113e-45,2
8.88963,11,4.70709e-13,1.42692,8.72642e-45,2
8.93052,10.9602,2.9973e-12,1.47104,0.478072,0
8.95279,10.9794,4.64e-12,1.48663,0.246613,0
8.98027,10.9805,6.55942e-12,1.49766,0.234283,0
9.10335,10.9801,1.42513e-11,1.43591,0.239017,0
9.07468,10.9803,1.27003e-11,1.46653,0.236387,0
9.01973,10.9805,9.26633e-12,1.49766,0.234283,0
9.04721,10.9794,1.10498e-11,1.48663,0.246613,0
9.00944,10.96,8.58737e-12,1.49947,0.479707,0
9.09462,10.9602,1.40018e-11,1.44628,0.478072,0
9.13086,10.9811,1.54974e-11,1.39725,0.226238,0
9.13796,11,1.57081e-11,1.38581,7.2127e-45,2
8.83445,11,-2.62283e-12,1.33556,9.85385e-45,2
8.89786,10.9791,9.44295e-13,1.4374,0.250292,0
8.86914,10.9811,-7.86725e-13,1.39725,0.226238,0
8.77927,11,-4.99815e-12,1.20766,5.60769e-45,2
8.80686,11,-3.88323e-12,1.27618,6.24353e-45,2
8.8156,10.9798,-3.63672e-12,1.29598,0.242398,0
8.75168,11,-5.75828e-12,1.13001,1.19223e-45,2
8.72408,11,-6.22203e-12,1.04322,-6.87128e-46,2
8.76087,10.9794,-5.66628e-12,1.15689,0.247385,0
8.61372,11,-4.9503e-12,0.60472,-8.85374e-45,2
8.90884,10.9395,1.17669e-12,1.45014,0.725549,0
8.93973,10.9404,3.45077e-12,1.4782,0.715794,0
8.96931,10.9397,5.64793e-12,1.49435,0.723571,0
8.99889,10.9391,7.86106e-12,1.49999,0.731348,0
9.122,10.9578,1.54239e-11,1.41069,0.506967,0
9.06721,10.9585,1.24284e-11,1.4729,0.497992,0
9.02847,10.9384,1.00361e-11,1.49514,0.739125,0
9.03796,10.9592,1.05535e-11,1.49136,0.48982,0
9.08763,10.9371,1.39829e-11,1.45392,0.75468,0
9.14935,10.9596,1.65284e-11,1.36617,0.484869,0
9.15836,10.9798,1.65189e-11,1.34952,0.242398,0
9.16555,11,1.66359e-11,1.33556,6.01962e-45,2
8.84799,10.9617,-2.2563e-12,1.36136,0.459646,0
8.87548,10.9596,-6.8889e-13,1.40697,0.484869,0
8.79308,10.9613,-4.92925e-12,1.2431,0.46446,0
8.82052,10.9589,-3.78388e-12,1.30672,0.493227,0
8.88496,10.9395,-4.63358e-13,1.4206,0.725549,0
8.72936,10.9803,-6.27964e-12,1.06053,0.236118,0
8.73809,10.9606,-6.56673e-12,1.08842,0.473148,0
8.64131,11,-5.73058e-12,0.728049,-7.53855e-45,2
8.70422,10.9803,-6.49784e-12,0.975074,0.236118,0
8.69649,11,-6.38985e-12,0.947301,-3.14334e-45,2
8.6689,11,-6.2089e-12,0.842243,-5.48259e-45,2
8.74362,10.9355,-7.38811e-12,1.1056,0.773846,0
8.77119,10.9408,-6.37752e-12,1.18588,0.710196,0
8.58613,11,-3.94483e-12,0.472255,-1.61073e-44,2
8.55854,11,-2.49404e-12,0.330655,-1.8183e-44,2
8.61829,10.9787,-5.22155e-12,0.625778,0.256028,0
8.59519,10.9787,-4.38661e-12,0.516783,0.256028,0
8.91854,10.9194,1.51618e-12,1.46019,0.967369,0
9.1424,10.9358,1.68665e-11,1.37834,0.77052,0
8.94769,10.9133,3.71817e-12,1.48358,1.0405,0
8.98183,10.9146,6.51104e-12,1.49802,1.02531,0
9.00628,10.9117,8.49134e-12,1.49976,1.0595,0
9.10878,10.915,1.57915e-11,1.429,1.02054,0
9.03073,10.9089,1.04621e-11,1.49433,1.09369,0
9.07503,10.9178,1.35759e-11,1.46622,0.986767,0
9.05805,10.9378,1.20915e-11,1.47978,0.746903,0
9.1697,10.9385,1.77937e-11,1.32721,0.737999,0
9.17948,10.9589,1.74724e-11,1.30672,0.493227,0
9.1844,10.9798,1.72041e-11,1.29598,0.242398,0
9.19314,11,1.72595e-11,1.27618,4.59206e-45,2
8.8303,10.9385,-3.84072e-12,1.32721,0.737999,0
8.8576,10.9358,-2.34236e-12,1.37834,0.77052,0
8.80361,10.9209,-5.90546e-12,1.26858,0.949515,0
8.87437,10.9183,-1.76486e-12,1.4053,0.980947,0
8.81181,10.8974,-6.62647e-12,1.2875,1.23125,0
8.71067,10.9564,-7.03329e-12,0.997744,0.522781,0
8.64953,10.9798,-6.03843e-12,0.763025,0.242839,0
8.67683,10.9778,-6.46656e-12,0.873383,0.266444,0
8.71875,10.9267,-8.24348e-12,1.02539,0.879992,0
8.7793,10.9179,-7.11997e-12,1.20774,0.985618,0
8.75499,10.9149,-8.12416e-12,1.13982,1.02172,0
8.78771,10.8944,-8.04515e-12,1.2296,1.26772,0
8.62877,10.9581,-6.00573e-12,0.673145,0.503041,0
8.5,11,-2.36807e-43,4.05844e-32,-9.48543e-45,2
8.53094,11,-1.19311e-12,0.179919,-1.76864e-44,2
8.54211,10.976,-1.69319e-12,0.242026,0.287817,0
8.56382,10.9625,-3.03651e-12,0.358507,0.450046,0
8.59293,10.9552,-4.67269e-12,0.505751,0.538075,0
8.89695,10.898,-7.10849e-13,1.43628,1.2238,0
8.92788,10.8981,1.82611e-12,1.4688,1.22331,0
9.13652,10.8964,1.80398e-11,1.38817,1.24334,0
9.16336,10.9132,1.85513e-11,1.33989,1.04141,0
8.96213,10.8918,4.68035e-12,1.4914,1.29858,0
8.99472,10.8887,7.55363e-12,1.49983,1.33597,0
9.02732,10.8856,1.04363e-11,1.49552,1.37337,0
9.12509,10.8762,1.82642e-11,1.40611,1.48554,0
9.09362,10.8871,1.56981e-11,1.44742,1.35484,0
9.06214,10.898,1.30714e-11,1.47683,1.22413,0
9.19067,10.9168,1.92716e-11,1.28187,0.998821,0
9.20134,10.9373,1.8615e-11,1.25677,0.75288,0
9.20391,10.9589,1.79422e-11,1.25053,0.493227,0
9.21336,10.9794,1.76338e-11,1.22687,0.247385,0
9.22073,11,1.75531e-11,1.20766,2.66233e-45,2
8.86348,10.8964,-3.32202e-12,1.38817,1.24334,0
8.83664,10.9132,-4.42249e-12,1.33989,1.04141,0
8.87491,10.8762,-3.27603e-12,1.40611,1.48554,0
8.82001,10.8739,-7.44401e-12,1.30561,1.51297,0
8.68106,10.9377,-7.78812e-12,0.889656,0.747249,0
8.656,10.9543,-6.79916e-12,0.789967,0.54887,0
8.69319,10.9176,-8.89115e-12,0.935195,0.989104,0
8.69697,10.888,-1.08317e-11,0.949042,1.34458,0
8.72479,10.8974,-9.90165e-12,1.04556,1.23108,0
8.78421,10.8712,-9.68812e-12,1.22061,1.54504,0
8.75259,10.8917,-9.60707e-12,1.13274,1.30009,0
8.60652,10.9348,-6.02837e-12,0.571045,0.781998,0
8.63385,10.9292,-7.30175e-12,0.695602,0.849029,0
8.5,10.9594,-6.93824e-33,8.54792e-32,0.487013,3
8.53352,10.9478,-1.55649e-12,0.194361,0.626574,0
8.56494,10.9292,-4.04542e-12,0.364356,0.849288,0
8.58262,10.9099,-5.96073e-12,0.454769,1.0816,0
8.90903,10.8734,-4.52384e-13,1.45035,1.5194,0
8.93745,10.8762,2.2082e-12,1.47653,1.48554,0
9.18499,10.8899,2.05123e-11,1.29467,1.321,0
9.16015,10.8739,2.03858e-11,1.34612,1.51297,0
8.97728,10.8677,5.87145e-12,1.4969,1.58711,0
9.0114,10.8649,9.17374e-12,1.49922,1.62097,0
9.04553,10.8621,1.24322e-11,1.48756,1.65483,0
9.1479,10.8536,2.08727e-11,1.36876,1.7564,0
9.10738,10.8414,1.859e-11,1.43081,1.90319,0
9.07965,10.8593,1.5539e-11,1.46193,1.68868,0
9.21229,10.8944,2.09645e-11,1.2296,1.26772,0
9.2241,10.9373,1.88813e-11,1.19867,0.75288,0
9.22397,10.9149,1.99486e-11,1.19902,1.02172,0
9.23443,10.9579,1.81678e-11,1.17025,0.505227,0
9.24087,10.9807,1.76447e-11,1.1519,0.231357,0
9.24832,11,1.74722e-11,1.13001,1.09031e-45,2
8.79718,10.8509,-1.03909e-11,1.25318,1.78967,0
8.84742,10.8691,-5.7818e-12,1.36031,1.57108,0
8.88559,10.8445,-3.70531e-12,1.42146,1.86577,0
8.82473,10.8453,-8.89e-12,1.31568,1.85621,0
8.66551,10.9084,-9.22309e-12,0.828681,1.09869,0
8.71093,10.8676,-1.22943e-11,0.998622,1.58831,0
8.68383,10.8652,-1.25752e-11,0.900228,1.61784,0
8.73525,10.8575,-1.26452e-11,1.07946,1.70972,0
8.75958,10.8474,-1.26167e-11,1.15319,1.83113,0
8.77374,10.8272,-1.35877e-11,1.19283,2.07382,0
8.62721,10.8902,-9.36675e-12,0.666149,1.31708,0
8.5,10.9145,-1.54507e-32,9.03773e-32,1.02575,3
8.52742,10.9006,-2.37209e-12,0.160003,1.19262,0
8.55499,10.8922,-4.89778e-12,0.311805,1.29336,0
8.5852,10.8743,-8.12733e-12,0.467626,1.50844,0
9.21579,10.8712,2.2556e-11,1.22061,1.54504,0
8.91738,10.8446,-5.65158e-13,1.45905,1.86538,0
8.95079,10.8494,2.99253e-12,1.48547,1.80755,0
9.20282,10.8509,2.36884e-11,1.25318,1.78967,0
9.17119,10.8306,2.3752e-11,1.32416,2.03305,0
8.98643,10.8439,6.68678e-12,1.49889,1.87319,0
9.02714,10.8388,1.10312e-11,1.49558,1.93417,0
9.06578,10.8293,1.52381e-11,1.47404,2.04817,0
9.13512,10.8235,2.17825e-11,1.39046,2.11769,0
9.08846,10.8195,1.78704e-11,1.45305,2.16647,0
9.24741,10.8917,2.14486e-11,1.13274,1.30009,0
9.25157,10.9195,1.9724e-11,1.12028,0.965706,0
9.25831,10.9579,1.79868e-11,1.09966,0.505227,0
9.27592,11,1.70554e-11,1.04322,-7.61639e-46,2
9.26835,10.9787,1.73501e-11,1.06795,0.255275,0
8.80128,10.8208,-1.23637e-11,1.26307,2.15094,0
8.89662,10.8118,-4.01752e-12,1.43588,2.25829,0
8.86068,10.8286,-6.86918e-12,1.38353,2.05725,0
8.83849,10.8092,-1.0143e-11,1.34348,2.28961,0
8.65674,10.8627,-1.2379e-11,0.793033,1.64737,0
8.7032,10.8428,-1.44744e-11,0.971447,1.88683,0
8.71868,10.8228,-1.60759e-11,1.02516,2.1263,0
8.67476,10.8395,-1.46958e-11,0.865313,1.92557,0
8.74614,10.8157,-1.5903e-11,1.11332,2.21111,0
8.77727,10.7956,-1.60966e-11,1.20234,2.45282,0
8.75105,10.7867,-1.84103e-11,1.12813,2.55977,0
8.6177,10.8453,-1.22502e-11,0.623089,1.85646,0
8.5,10.869,-2.38259e-32,9.0965e-32,1.57154,3
8.52949,10.8544,-3.90297e-12,0.171695,1.74771,0
8.5597,10.8372,-8.10256e-12,0.336809,1.95363,0
8.58884,10.827,-1.16039e-11,0.485688,2.07618,0
9.24042,10.8474,2.47796e-11,1.15319,1.83113,0
8.9318,10.8088,-6.08969e-14,1.47209,2.29498,0
8.96705,10.8058,4.17354e-12,1.49348,2.33064,0
9.20928,10.8272,2.57729e-11,1.2372,2.07382,0
9.19501,10.807,2.68538e-11,1.27183,2.31586,0
9.1545,10.7988,2.49268e-11,1.35679,2.41392,0
9.04327,10.8121,1.3306e-11,1.48877,2.25531,0
9.00516,10.8089,8.86376e-12,1.49984,2.29298,0
9.0691,10.797,1.67136e-11,1.47135,2.43585,0
