epoch,train_total,train_loss_u,train_loss_v,train_loss_p,train_loss_speed_tail,val_total,val_loss_u,val_loss_v,val_loss_p,val_loss_speed_tail,train_rel_l2_u,val_rel_l2_u,val_rel_l2_v,val_rel_l2_p,train_max_speed_err,train_max_p_err,val_max_speed_err,val_max_p_err,pressure_loss_p_effective,speed_tail_p_effective
1.0,2.0503647327423096,0.9820495247840881,1.008165955543518,0.06014930084347725,0.0,4.054265022277832,1.6280491352081299,2.1271328926086426,0.29908281564712524,0.0,0.5234268307685852,0.5609385371208191,1.0005930662155151,0.6804347634315491,0.63456791639328,0.6986151337623596,0.581410825252533,0.7158358097076416,16.0,12.0
2.0,1.9017400741577148,0.8454424738883972,0.996910572052002,0.0593869723379612,0.0,3.833430051803589,1.4293618202209473,2.1070802211761475,0.29698798060417175,0.0,0.4856588840484619,0.5255966186523438,0.9958656430244446,0.6780476570129395,0.5850019454956055,0.6937738060951233,0.5331665873527527,0.7122174501419067,16.0,12.0
3.0,1.7614725828170776,0.7162879705429077,0.9865573048591614,0.05862719193100929,0.0,3.6125473976135254,1.2293822765350342,2.0882811546325684,0.29488399624824524,0.0,0.4470263421535492,0.48744428157806396,0.9914132356643677,0.6756415963172913,0.5411622524261475,0.6891807913780212,0.4910616874694824,0.7087058424949646,16.0,12.0
4.0,1.624077320098877,0.5891633033752441,0.9770467877388,0.05786725506186485,0.0,3.387310266494751,1.0238431692123413,2.070613384246826,0.29285362362861633,0.0,0.40542182326316833,0.44483432173728943,0.9872103929519653,0.6733115911483765,0.49444711208343506,0.6847765445709229,0.45598745346069336,0.7053951621055603,16.0,12.0
5.0,1.4879844188690186,0.46254605054855347,0.9683245420455933,0.05711386352777481,0.0,3.1587016582489014,0.8137819766998291,2.053995370864868,0.2909243106842041,0.0,0.35922518372535706,0.39658433198928833,0.9832408428192139,0.6710900664329529,0.4472038745880127,0.6806563138961792,0.41561082005500793,0.7023205757141113,16.0,12.0
6.0,1.3557677268981934,0.3390340507030487,0.960367739200592,0.056366000324487686,0.0,2.934267520904541,0.60680091381073,2.038362503051758,0.2891038954257965,0.0,0.30754658579826355,0.3424558639526367,0.9794920682907104,0.6689870953559875,0.3962561786174774,0.6768624186515808,0.36838313937187195,0.6994500756263733,16.0,12.0
7.0,1.234937071800232,0.22616563737392426,0.9531571865081787,0.055614255368709564,0.0,2.729647397994995,0.4187958836555481,2.023486852645874,0.2873646914958954,0.0,0.2511901259422302,0.2845003008842468,0.9759113788604736,0.6669718027114868,0.34938153624534607,0.6733534932136536,0.31291964650154114,0.6966332793235779,16.0,12.0
8.0,1.1386497020721436,0.13725948333740234,0.9465531706809998,0.05483701452612877,0.0,2.5683724880218506,0.27422574162483215,2.0085415840148926,0.2856051027774811,0.0,0.19568631052970886,0.23021605610847473,0.9723007678985596,0.6649266481399536,0.30454695224761963,0.6699479818344116,0.2866850197315216,0.6935212016105652,16.0,12.0
9.0,1.0840890407562256,0.0900493785738945,0.9400447607040405,0.05399492383003235,0.0,2.472531795501709,0.1973610818386078,1.9915910959243774,0.28357967734336853,0.0,0.15850013494491577,0.1953044980764389,0.9681893587112427,0.662564754486084,0.26286762952804565,0.6662372946739197,0.26176682114601135,0.6893755197525024,16.0,12.0
10.0,1.0818597078323364,0.09627509862184525,0.9325549602508545,0.0530296228826046,0.0,2.4350852966308594,0.18322668969631195,1.9708049297332764,0.28105369210243225,0.0,0.16388766467571259,0.18818102777004242,0.9631235599517822,0.6596072912216187,0.2362128496170044,0.6646975874900818,0.23517866432666779,0.6843315958976746,16.0,12.0
11.0,1.112593412399292,0.13733015954494476,0.9233443140983582,0.051918987184762955,0.0,2.4120349884033203,0.1865677386522293,1.947424292564392,0.2780430018901825,0.0,0.19573669135570526,0.18988896906375885,0.9573935270309448,0.6560648679733276,0.2361842840909958,0.6611364483833313,0.22000522911548615,0.6790577173233032,16.0,12.0
12.0,1.1311036348342896,0.1667921543121338,0.9135711789131165,0.050740402191877365,0.0,2.3723151683807373,0.17334198951721191,1.9242279529571533,0.2747451961040497,0.0,0.21571339666843414,0.18303467333316803,0.9516745805740356,0.6521625518798828,0.2609172761440277,0.6547554135322571,0.20377659797668457,0.672853410243988,16.0,12.0
13.0,1.1141034364700317,0.1595488041639328,0.9049702882766724,0.049584440886974335,0.0,2.3200457096099854,0.14619234204292297,1.902522325515747,0.27133113145828247,0.0,0.2109774500131607,0.16809074580669403,0.9462919235229492,0.648097813129425,0.2816670835018158,0.6465547680854797,0.18880140781402588,0.6705167293548584,16.0,12.0
14.0,1.0715866088867188,0.12504616379737854,0.8980509638786316,0.04848947748541832,0.0,2.273132801055908,0.12320947647094727,1.882027268409729,0.26789620518684387,0.0,0.18677744269371033,0.1543133705854416,0.9411810636520386,0.6439825296401978,0.27978992462158203,0.6376621127128601,0.1763586550951004,0.6680232882499695,16.0,12.0
15.0,1.024552583694458,0.0848594680428505,0.8922393321990967,0.047453779727220535,0.0,2.2439537048339844,0.11760115623474121,1.861862063407898,0.26449042558670044,0.0,0.15386484563350677,0.15076041221618652,0.9361252188682556,0.6398758888244629,0.2616404592990875,0.628903329372406,0.17166538536548615,0.6653456687927246,16.0,12.0
16.0,0.9885551929473877,0.05547420307993889,0.8866232633590698,0.0464576818048954,0.0,2.2334933280944824,0.13106970489025116,1.8412935733795166,0.2611299753189087,0.0,0.12440413981676102,0.15915952622890472,0.9309400320053101,0.6357979774475098,0.2341981679201126,0.6242429614067078,0.1822618693113327,0.6625509858131409,16.0,12.0
17.0,0.9689151644706726,0.042971063405275345,0.8804670572280884,0.045477040112018585,0.0,2.2340338230133057,0.1562497615814209,1.8199882507324219,0.2577957510948181,0.0,0.10949073731899261,0.1737765669822693,0.9255385994911194,0.6317257881164551,0.20337557792663574,0.6202852725982666,0.19581417739391327,0.6596088409423828,16.0,12.0
18.0,0.9626408815383911,0.04478227719664574,0.8733676075935364,0.04449097439646721,0.0,2.23476243019104,0.18238545954227448,1.797918677330017,0.2544582486152649,0.0,0.11177439987659454,0.18774855136871338,0.9199097752571106,0.6276232600212097,0.21499699354171753,0.6162612438201904,0.2079252451658249,0.6565576195716858,16.0,12.0
19.0,0.9627368450164795,0.054072290658950806,0.8651793599128723,0.04348517954349518,0.0,2.2264411449432373,0.20020203292369843,1.7751429080963135,0.2510962188243866,0.0,0.12282212823629379,0.196705162525177,0.9140644669532776,0.6234632134437561,0.22736559808254242,0.6121103167533875,0.2160385400056839,0.6533380746841431,16.0,12.0
20.0,0.9621076583862305,0.06378430873155594,0.8558716773986816,0.042451683431863785,0.0,2.2036936283111572,0.20436443388462067,1.7516340017318726,0.247695192694664,0.0,0.13339704275131226,0.19873946905136108,0.9079917073249817,0.6192265152931213,0.23348118364810944,0.6077320575714111,0.2156457155942917,0.6499311327934265,16.0,12.0
