x_star,y_star,u_star,v_star,p_star,bc_tag
0,-0.164329,1.33798,-1.98931e-40,266.378,1
0,0.0379221,1.49137,4.81385e-41,266.378,1
0,0.0126407,1.49904,1.60805e-41,266.378,1
0,0.0632036,1.47603,7.98195e-41,266.378,1
0,-0.265455,1.0772,-2.94486e-40,266.378,1
0,-0.189611,1.28429,-2.2558e-40,266.378,1
0.0195408,-0.184224,1.29637,-4.74796e-10,266.144,0
0,-0.139048,1.38399,-1.70699e-40,266.378,1
0.0200146,-0.156317,1.35339,-4.20454e-10,266.138,0
0,-0.0126407,1.49904,-1.6092e-41,266.378,1
0,-0.088485,1.45302,-1.10946e-40,266.378,1
0,-0.113766,1.42234,-1.41581e-40,266.378,1
0,-0.0632036,1.47603,-7.98224e-41,266.378,1
0,-0.0379221,1.49137,-4.81653e-41,266.378,1
0.0188479,0.0064167,1.49975,1.68968e-11,266.152,0
0.0188479,0.0550999,1.48178,1.46244e-10,266.152,0
0.0188479,0.0307583,1.49432,8.20917e-11,266.152,0
0.0182705,0.0822798,1.45938,2.10704e-10,266.159,0
0,0.088485,1.45302,1.10993e-40,266.378,1
0,-0.316018,0.900796,-3.28416e-40,266.378,1
0,-0.341299,0.801089,-3.40093e-40,266.378,1
0,-0.290736,0.992834,-3.13329e-40,266.378,1
0.0424886,-0.175707,1.31476,-9.09894e-10,265.868,0
0,-0.214892,1.22293,-2.51029e-40,266.378,1
0.018739,-0.260373,1.09323,-5.98113e-10,266.153,0
0,-0.240174,1.1539,-2.73566e-40,266.378,1
0.0195408,-0.208007,1.2404,-5.25467e-10,266.144,0
0.0200146,-0.132245,1.39507,-3.60872e-10,266.138,0
0.0424886,-0.152993,1.35956,-8.06034e-10,265.868,0
0.0188479,-0.0307583,1.49432,-8.18437e-11,266.152,0
0.0182705,-0.0822798,1.45938,-2.10767e-10,266.159,0
0.038548,-0.103451,1.43579,-5.16211e-10,265.916,0
0.0188479,-0.0550999,1.48178,-1.46393e-10,266.152,0
0.0394164,0.0272139,1.49556,1.4141e-10,265.905,0
0.0394164,0.0012993,1.49999,6.6942e-12,265.905,0
0.0394164,-0.0246153,1.49636,-1.27962e-10,265.905,0
0.0394164,0.0738458,1.46728,3.80317e-10,265.905,0
0.0394164,0.0505298,1.48468,2.61529e-10,265.905,0
0.0182705,0.106457,1.432,2.70176e-10,266.159,0
0,0.113766,1.42234,1.41371e-40,266.378,1
0.0611092,0.105419,1.43332,7.67537e-10,265.645,0
0.0395361,0.119502,1.41432,6.04094e-10,265.904,0
0.0222098,-0.310019,0.923331,-7.71492e-10,266.112,0
0.0222098,-0.332971,0.834784,-7.94092e-10,266.112,0
0,-0.366581,0.693712,-3.48949e-40,266.378,1
0,-0.417144,0.455948,-3.62694e-40,266.378,1
0,-0.391862,0.578665,-3.56125e-40,266.378,1
0.0861652,-0.173243,1.31992,-1.53896e-09,265.344,0
0.0412021,-0.284588,1.01406,-1.25519e-09,265.884,0
0.0420186,-0.251229,1.12131,-1.18643e-09,265.874,0
0.0597594,-0.204473,1.24914,-1.35284e-09,265.661,0
0.0195408,-0.23179,1.17764,-5.7242e-10,266.144,0
0.0611092,-0.127008,1.40321,-9.13852e-10,265.645,0
0.0861652,-0.133094,1.39372,-1.22396e-09,265.344,0
0.0394164,-0.0505298,1.48468,-2.61522e-10,265.905,0
0.0619843,-0.0944139,1.44652,-6.99063e-10,265.634,0
0.0394164,-0.0738458,1.46728,-3.79995e-10,265.905,0
0.0691913,0.0243804,1.49643,2.00315e-10,265.548,0
0.061984,-0.0316116,1.494,-2.38517e-10,265.634,0
0.0667613,-0.00813139,1.4996,-6.4955e-11,265.577,0
0.0619843,0.0722233,1.4687,5.39678e-10,265.634,0
0.081591,0.0476199,1.48639,4.39404e-10,265.399,0
0.0200146,0.132245,1.39507,3.60976e-10,266.138,0
0.0866661,0.0959487,1.44476,9.06776e-10,265.338,0
0,0.139048,1.38399,1.70822e-40,266.378,1
0.0424886,0.152993,1.35956,8.06146e-10,265.868,0
0.0861652,0.133094,1.39372,1.22439e-09,265.344,0
0,-0.467706,0.187504,-4.23392e-40,266.378,1
0,-0.442425,0.325561,-3.63183e-40,266.378,1
0.0681282,-0.313613,0.909882,-1.88831e-09,265.561,0
0.039419,-0.363612,0.706718,-1.2894e-09,265.905,0
0.0222585,-0.407658,0.502889,-8.0038e-10,266.111,0
0,-0.5,-1.36448e-30,-3.07383e-30,266.378,1
0.114032,-0.182264,1.30068,-1.89725e-09,265.01,0
0.0959625,-0.221845,1.20471,-1.98342e-09,265.227,0
0.0679051,-0.273614,1.05081,-1.79315e-09,265.563,0
0.0679051,-0.233466,1.17296,-1.63573e-09,265.563,0
0.0977033,-0.299383,0.962219,-2.30826e-09,265.206,0
0.0866661,-0.0959487,1.44476,-9.06662e-10,265.338,0
0.113718,-0.121953,1.41076,-1.34422e-09,265.014,0
0.143303,-0.168527,1.32959,-1.99275e-09,264.659,0
0.0740569,-0.0630814,1.47612,-5.40484e-10,265.49,0
0.102648,0.0211967,1.4973,2.29206e-10,265.146,0
0.0972139,-0.0186338,1.49792,-1.94613e-10,265.212,0
0.108183,0.0617693,1.47711,6.82614e-10,265.08,0
0.0200146,0.156317,1.35339,4.20617e-10,266.138,0
0.113718,0.141564,1.37976,1.53541e-09,265.014,0
0.113718,0.102342,1.43716,1.14287e-09,265.014,0
0,0.164329,1.33798,1.98312e-40,266.378,1
0.037269,0.179851,1.30592,8.30609e-10,265.931,0
0.0861652,0.173243,1.31992,1.53839e-09,265.344,0
0.0246566,-0.462929,0.214182,-6.42955e-10,266.082,0
0.0835431,-0.363267,0.708222,-2.06467e-09,265.376,0
0.0528149,-0.396305,0.557654,-1.50922e-09,265.744,0
0.0692362,-0.5,1.5238e-31,-6.74401e-30,265.547,3
0.127702,-0.231666,1.17799,-2.36578e-09,264.846,0
0.114271,-0.264154,1.08134,-2.39906e-09,265.007,0
0.132045,-0.32908,0.850237,-2.60016e-09,264.794,0
0.113718,-0.0845704,1.45709,-9.53273e-10,265.014,0
0.175728,-0.198078,1.26459,-2.4146e-09,264.269,0
0.152301,-0.114448,1.42141,-1.46527e-09,264.551,0
0.185557,-0.152637,1.36021,-2.01469e-09,264.152,0
0.123303,-0.0396005,1.49059,-4.74879e-10,264.899,0
0.133215,0.0455679,1.48754,5.68455e-10,264.78,0
0.128181,0.00232003,1.49997,2.8482e-11,264.84,0
0.153841,0.0992073,1.44095,1.28964e-09,264.532,0
0.164698,0.0651552,1.47453,8.86591e-10,264.402,0
0.143303,0.168527,1.32959,1.99258e-09,264.659,0
0.143303,0.132256,1.39505,1.62511e-09,264.659,0
0,0.189611,1.28429,2.25731e-40,266.378,1
0.0195408,0.208007,1.2404,5.25563e-10,266.144,0
0.067684,0.197446,1.26609,1.44488e-09,265.566,0
0.0420186,0.20711,1.24263,1.03182e-09,265.874,0
0.114032,0.200654,1.25843,2.03965e-09,265.01,0
0.0947685,-0.449557,0.28739,-1.20035e-09,265.241,0
0.125427,-0.39963,0.541775,-2.06659e-09,264.873,0
0.15238,-0.5,1.718e-31,-7.57493e-30,264.55,3
0.163362,-0.264588,1.07996,-2.74317e-09,264.418,0
0.184514,-0.341057,0.802081,-2.72268e-09,264.164,0
0.205395,-0.258978,1.09758,-2.85072e-09,263.913,0
0.211243,-0.215699,1.22084,-2.64541e-09,263.843,0
0.157657,-0.0711436,1.46963,-9.4908e-10,264.486,0
0.2204,-0.169834,1.32694,-2.27099e-09,263.733,0
0.19564,-0.106018,1.43256,-1.48709e-09,264.031,0
0.163107,-0.0274146,1.49549,-3.76015e-10,264.421,0
0.175758,0.0188145,1.49788,2.65789e-10,264.269,0
0.187201,0.110807,1.42633,1.53089e-09,264.132,0
0.20814,0.0752022,1.46607,1.09352e-09,263.881,0
0.144999,0.214597,1.22369,2.38348e-09,264.638,0
0.175728,0.18156,1.30222,2.26979e-09,264.269,0
0,0.214892,1.22293,2.50912e-40,266.378,1
0.0195408,0.23179,1.17764,5.7252e-10,266.144,0
0.0679051,0.233466,1.17296,1.63673e-09,265.563,0
0.127702,0.24923,1.12731,2.45896e-09,264.846,0
0.185473,-0.434278,0.368416,-1.53475e-09,264.153,0
0.217018,-0.385283,0.609343,-2.31054e-09,263.774,0
0.241036,-0.5,1.77312e-31,-7.78654e-30,263.486,3
0.217694,-0.302624,0.950514,-2.89527e-09,263.766,0
0.26018,-0.334857,0.827224,-2.75702e-09,263.256,0
0.250065,-0.253016,1.1159,-2.86707e-09,263.377,0
0.258368,-0.188573,1.28664,-2.47746e-09,263.278,0
0.20163,-0.0602115,1.47825,-8.75644e-10,263.959,0
0.244314,-0.0965507,1.44407,-1.42021e-09,263.446,0
0.251341,-0.142562,1.37806,-2.00564e-09,263.362,0
0.215673,-0.0120912,1.49912,-1.81004e-10,263.79,0
0.230201,0.0376892,1.49148,5.68183e-10,263.616,0
0.236717,0.109962,1.42745,1.59259e-09,263.538,0
0.226336,0.160767,1.34492,2.18587e-09,263.662,0
0.211243,0.215699,1.22084,2.64446e-09,263.843,0
0.179441,0.23612,1.16548,2.68728e-09,264.225,0
0,0.240174,1.1539,2.7379e-40,266.378,1
0.0977033,0.263804,1.08244,2.21236e-09,265.206,0
0,0.265455,1.0772,2.95098e-40,266.378,1
0.0412021,0.263628,1.083,1.20424e-09,265.884,0
0.0679051,0.273614,1.05081,1.79461e-09,265.563,0
0.191183,0.274649,1.04741,2.85958e-09,264.084,0
0.250065,0.240204,1.15381,2.8182e-09,263.377,0
0.14719,0.300194,0.959302,2.72415e-09,264.612,0
0.275069,-0.440197,0.337357,-1.38002e-09,263.077,0
