sample_id,case_id,family,x_star,y_star,u_star,v_star,p_star,speed_star,region_id,wall_distance_star,is_boundary,boundary_type
0,C-train-2,contraction,16.0,0.114329,1.91421,1.38812e-11,1.09893e-44,1.91421,0,0.23567099999999996,1,outlet
1,C-train-2,contraction,16.0,0.0889228,2.00454,1.15007e-11,1.54241e-44,2.00454,0,0.2610772,1,outlet
2,C-train-2,contraction,15.9813,0.10922,1.93419,1.36716e-11,0.655734,1.93419,0,0.24078,0,interior
3,C-train-2,contraction,15.9813,0.132651,1.83505,1.54999e-11,0.655734,1.83505,0,0.217349,0,interior
4,C-train-2,contraction,16.0,0.139736,1.80129,1.56701e-11,8.64618e-45,1.80129,0,0.21026399999999998,1,outlet
5,C-train-2,contraction,16.0,0.165142,1.6658,1.6789e-11,4.8495099999999994e-45,1.6658,0,0.18485799999999997,1,outlet
6,C-train-2,contraction,16.0,0.190549,1.50772,1.71428e-11,-5.59852e-46,1.50772,0,0.15945099999999998,1,outlet
7,C-train-2,contraction,16.0,0.0635163,2.07229,8.55864e-12,1.7136400000000002e-44,2.07229,0,0.2864837,1,outlet
8,C-train-2,contraction,15.9805,0.0804961,2.02951,1.07486e-11,0.683785,2.02951,0,0.26950389999999996,0,interior
9,C-train-2,contraction,15.958,0.100028,1.96783,1.37512e-11,1.47034,1.96783,0,0.24997199999999997,0,interior
10,C-train-2,contraction,15.9561,0.141772,1.79126,1.7465e-11,1.5349,1.79126,0,0.20822799999999997,0,interior
11,C-train-2,contraction,15.9778,0.15911,1.70001,1.70035e-11,0.777188,1.70001,0,0.19088999999999998,0,interior
12,C-train-2,contraction,16.0,0.215955,1.32705,1.64864e-11,-1.2365800000000001e-44,1.32705,2,0.13404499999999997,1,outlet
13,C-train-2,contraction,16.0,0.241362,1.12381,1.48503e-11,-1.8413100000000001e-44,1.12381,2,0.10863799999999998,1,outlet
14,C-train-2,contraction,15.9778,0.182176,1.56231,1.75322e-11,0.777188,1.56231,0,0.16782399999999997,0,interior
15,C-train-2,contraction,15.9805,0.0565954,2.08683,7.83917e-12,0.683785,2.08683,0,0.29340459999999996,0,interior
16,C-train-2,contraction,16.0,0.0381098,2.11745,5.34913e-12,1.87772e-44,2.11745,0,0.3118902,1,outlet
17,C-train-2,contraction,15.958,0.055691,2.0886,8.24764e-12,1.47034,2.0886,0,0.294309,0,interior
18,C-train-2,contraction,15.9321,0.122522,1.88026,1.80283e-11,2.37618,1.88026,0,0.22747799999999996,0,interior
19,C-train-2,contraction,15.9321,0.0821747,2.02473,1.32355e-11,2.37618,2.02473,0,0.2678253,0,interior
20,C-train-2,contraction,16.0,0.266768,0.897982,1.25372e-11,-1.8866800000000001e-44,0.897982,2,0.08323199999999997,1,outlet
21,C-train-2,contraction,16.0,0.292175,0.649572,9.66812e-12,-1.75289e-44,0.649572,2,0.05782499999999996,1,outlet
22,C-train-2,contraction,15.9319,0.162716,1.67971,2.09429e-11,2.384,1.67971,0,0.18728399999999998,0,interior
23,C-train-2,contraction,15.9777,0.257231,0.985404,1.3891e-11,0.778901,0.985404,2,0.09276899999999999,0,interior
24,C-train-2,contraction,15.9606,0.212963,1.34951,1.81589e-11,1.3794,1.34951,2,0.13703699999999996,0,interior
25,C-train-2,contraction,15.9805,0.0326947,2.12416,4.68209e-12,0.683785,2.12416,0,0.31730529999999996,0,interior
26,C-train-2,contraction,16.0,0.0127033,2.14003,1.8387e-12,2.24884e-44,2.14003,0,0.3372967,1,outlet
27,C-train-2,contraction,15.948,0.0242887,2.13254,3.85525e-12,1.81787,2.13254,0,0.3257113,0,interior
28,C-train-2,contraction,15.9278,0.0421957,2.11171,7.32534e-12,2.5251,2.11171,0,0.3078043,0,interior
29,C-train-2,contraction,15.9023,0.130538,1.84478,2.23127e-11,3.41891,1.84478,0,0.219462,0,interior
30,C-train-2,contraction,15.8958,0.0707742,2.05524,1.4212e-11,3.64708,2.05524,0,0.27922579999999997,0,interior
31,C-train-2,contraction,16.0,0.35,1.4132599999999999e-31,2.2302199999999998e-42,-4.95033e-44,1.4132599999999999e-31,2,0.0,1,outlet
32,C-train-2,contraction,16.0,0.317581,0.378579,6.01996e-12,-8.06343e-44,0.378579,2,0.032418999999999976,1,outlet
33,C-train-2,contraction,15.9753,0.296408,0.605983,9.31878e-12,0.862772,0.605983,2,0.05359199999999997,0,interior
34,C-train-2,contraction,15.8926,0.180765,1.57126,2.74037e-11,3.75731,1.57126,0,0.16923499999999997,0,interior
35,C-train-2,contraction,15.9164,0.212613,1.35211,2.33892e-11,2.92342,1.35211,2,0.13738699999999998,0,interior
36,C-train-2,contraction,15.9472,0.279016,0.781052,1.30779e-11,1.84817,0.781052,2,0.07098399999999999,0,interior
37,C-train-2,contraction,15.9113,0.252584,1.02684,2.10721e-11,3.10451,1.02684,2,0.097416,0,interior
38,C-train-2,contraction,15.9805,-3.52334e-07,2.14286,3.13118e-14,0.683798,2.14286,0,0.349999647666,0,interior
