sample_id,case_id,family,sampling_tag,noise_tag,x_star,y_star,u_obs,v_obs,p_obs,region_id,wall_distance_star,segment_id_raw,xi_section_star,eta_section_star,section_width_star,u_obs_mask,v_obs_mask,p_obs_mask
8122,B-base__ip_blunted,bend,section_bands_2,clean,10.4091,7.8213,,,50.1443,2,0.0908999999999996,2,1.8213,-0.40910000000000035,0.08,0,0,1
8125,B-base__ip_blunted,bend,section_bands_2,clean,10.3182,7.8213,,,50.1443,0,0.1818000000000009,2,1.8213,-0.31819999999999904,0.08,0,0,1
8124,B-base__ip_blunted,bend,section_bands_2,clean,10.2727,7.8213,,,50.1443,0,0.2272999999999997,2,1.8213,-0.2727000000000003,0.08,0,0,1
8128,B-base__ip_blunted,bend,section_bands_2,clean,10.2273,7.8213,,,50.1443,0,0.2727000000000005,2,1.8213,-0.2272999999999995,0.08,0,0,1
8127,B-base__ip_blunted,bend,section_bands_2,clean,10.1364,7.8213,,,50.1443,0,0.3636,2,1.8213,-0.13639999999999997,0.08,0,0,1
8123,B-base__ip_blunted,bend,section_bands_2,clean,10.0909,7.8213,,,50.1443,0,0.4091000000000006,2,1.8213,-0.09089999999999943,0.08,0,0,1
8140,B-base__ip_blunted,bend,section_bands_2,clean,9.90909,7.8213,,,50.1444,0,0.4090900000000007,2,1.8213,0.09090999999999927,0.08,0,0,1
8142,B-base__ip_blunted,bend,section_bands_2,clean,9.72727,7.8213,,,50.1444,0,0.2272700000000006,2,1.8213,0.27272999999999936,0.08,0,0,1
8130,B-base__ip_blunted,bend,section_bands_2,clean,9.63636,7.8213,,,50.1444,2,0.1363599999999997,2,1.8213,0.3636400000000003,0.08,0,0,1
8132,B-base__ip_blunted,bend,section_bands_2,clean,9.59091,7.8213,,,50.1444,2,0.090909999999999,2,1.8213,0.40909000000000095,0.08,0,0,1
8134,B-base__ip_blunted,bend,section_bands_2,clean,9.54545,7.8213,,,50.1444,2,0.0454500000000005,2,1.8213,0.45454999999999945,0.08,0,0,1
8120,B-base__ip_blunted,bend,section_bands_2,clean,10.4545,7.82337,,,50.1194,2,0.0455000000000006,2,1.8233699999999997,-0.45449999999999935,0.08,0,0,1
8121,B-base__ip_blunted,bend,section_bands_2,clean,10.3636,7.82751,,,50.0698,2,0.1364000000000002,2,1.8275100000000002,-0.3635999999999998,0.08,0,0,1
8129,B-base__ip_blunted,bend,section_bands_2,clean,10.1818,7.83577,,,49.9707,0,0.3181999999999992,2,1.8357700000000001,-0.18180000000000074,0.08,0,0,1
8135,B-base__ip_blunted,bend,section_bands_2,clean,10.0455,7.84198,,,49.8963,0,0.4544999999999995,2,1.8419800000000004,-0.04550000000000043,0.08,0,0,1
8136,B-base__ip_blunted,bend,section_bands_2,clean,10.0,7.84404,,,49.8715,0,0.4999999999999999,2,1.8440399999999997,1.1291488417498425e-16,0.08,0,0,1
8162,B-base__ip_blunted,bend,section_bands_2,clean,9.86364,7.85025,,,49.7971,0,0.3636400000000001,2,1.85025,0.13635999999999993,0.08,0,0,1
8126,B-base__ip_blunted,bend,section_bands_2,clean,10.1136,7.85231,,,49.7722,0,0.3864000000000002,2,1.8523100000000001,-0.11359999999999981,0.08,0,0,1
8161,B-base__ip_blunted,bend,section_bands_2,clean,9.81818,7.85231,,,49.7723,0,0.3181799999999998,2,1.8523100000000001,0.1818200000000002,0.08,0,0,1
8166,B-base__ip_blunted,bend,section_bands_2,clean,9.72727,7.85645,,,49.7227,0,0.2272700000000006,2,1.8564499999999997,0.27272999999999936,0.08,0,0,1
