sample_id,case_id,family,x_star,y_star,u_star,v_star,p_star,speed_star,region_id,wall_distance_star,is_boundary,boundary_type
0,C-train-5,contraction,18.0,0.114167,1.91486,1.3872e-11,1.16606e-44,1.91486,0,0.23583299999999996,1,outlet
1,C-train-5,contraction,18.0,0.0887963,2.00493,1.14614e-11,1.51399e-44,2.00493,0,0.2612037,1,outlet
2,C-train-5,contraction,18.0,0.190278,1.50952,1.70966e-11,-4.06462e-46,1.50952,0,0.15972199999999998,1,outlet
3,C-train-5,contraction,18.0,0.139537,1.80226,1.56318e-11,8.695629999999999e-45,1.80226,0,0.21046299999999998,1,outlet
4,C-train-5,contraction,18.0,0.164907,1.66715,1.67429e-11,5.64541e-45,1.66715,0,0.18509299999999998,1,outlet
5,C-train-5,contraction,17.9803,0.107882,1.93927,1.35695e-11,0.688496,1.93927,0,0.24211799999999997,0,interior
6,C-train-5,contraction,17.9803,0.131398,1.84084,1.5429e-11,0.68849,1.84084,0,0.218602,0,interior
7,C-train-5,contraction,18.0,0.266389,0.901521,1.2657e-11,-1.35073e-44,0.901521,2,0.08361099999999999,1,outlet
8,C-train-5,contraction,18.0,0.241019,1.12671,1.48749e-11,-1.2616e-44,1.12671,2,0.10898099999999997,1,outlet
9,C-train-5,contraction,18.0,0.0634259,2.07249,8.56188e-12,1.89665e-44,2.07249,0,0.2865741,1,outlet
10,C-train-5,contraction,17.9803,0.0843649,2.01835,1.11786e-11,0.688496,2.01835,0,0.26563509999999996,0,interior
11,C-train-5,contraction,18.0,0.215648,1.32937,1.63946e-11,-1.1536300000000002e-44,1.32937,2,0.13435199999999997,1,outlet
12,C-train-5,contraction,17.9767,0.186064,1.53726,1.75774e-11,0.816676,1.53726,0,0.16393599999999997,0,interior
13,C-train-5,contraction,17.9766,0.157786,1.70735,1.69746e-11,0.817023,1.70735,0,0.19221399999999997,0,interior
14,C-train-5,contraction,17.9557,0.1038,1.95438,1.42517e-11,1.54892,1.95438,0,0.24619999999999997,0,interior
15,C-train-5,contraction,17.9564,0.131124,1.8421,1.66834e-11,1.52696,1.8421,0,0.218876,0,interior
16,C-train-5,contraction,17.9766,0.234202,1.18337,1.58424e-11,0.819216,1.18337,2,0.11579799999999998,0,interior
17,C-train-5,contraction,18.0,0.291759,0.653817,9.75026e-12,-2.35906e-44,0.653817,2,0.05824099999999999,1,outlet
18,C-train-5,contraction,17.9766,0.263923,0.924392,1.32431e-11,0.819318,0.924392,2,0.08607699999999996,0,interior
19,C-train-5,contraction,18.0,0.31713,0.383594,6.19016e-12,-2.7608400000000003e-44,0.383594,2,0.032869999999999955,1,outlet
20,C-train-5,contraction,18.0,0.0380556,2.11752,5.25697e-12,2.08772e-44,2.11752,0,0.31194439999999996,1,outlet
21,C-train-5,contraction,17.9795,0.0553948,2.08918,7.69565e-12,0.717799,2.08918,0,0.29460519999999996,0,interior
22,C-train-5,contraction,17.9556,0.0755867,2.04291,1.09734e-11,1.55369,2.04291,0,0.27441329999999997,0,interior
23,C-train-5,contraction,17.9581,0.210637,1.36674,1.83544e-11,1.46559,1.36674,2,0.139363,0,interior
24,C-train-5,contraction,17.9473,0.180756,1.57132,1.97235e-11,1.84546,1.57132,0,0.16924399999999998,0,interior
25,C-train-5,contraction,17.9271,0.140951,1.79533,2.01796e-11,2.5491,1.79533,0,0.20904899999999998,0,interior
26,C-train-5,contraction,17.9277,0.0991503,1.97089,1.57881e-11,2.52916,1.97089,0,0.25084969999999995,0,interior
27,C-train-5,contraction,18.0,0.35,1.56639e-31,2.7880599999999998e-42,-8.868240000000001e-44,1.56639e-31,2,0.0,1,outlet
28,C-train-5,contraction,17.9435,0.260438,0.956363,1.59485e-11,1.97761,0.956363,2,0.08956199999999997,0,interior
29,C-train-5,contraction,17.9736,0.295113,0.619384,9.69705e-12,0.922509,0.619384,2,0.054886999999999964,0,interior
30,C-train-5,contraction,18.0,0.0126852,2.14004,1.72004e-12,2.0594800000000002e-44,2.14004,0,0.33731479999999997,1,outlet
31,C-train-5,contraction,17.9795,0.0314346,2.12557,4.44415e-12,0.717799,2.12557,0,0.3185654,0,interior
32,C-train-5,contraction,17.951,0.0455116,2.10662,7.02326e-12,1.71365,2.10662,0,0.3044884,0,interior
33,C-train-5,contraction,17.9299,0.0615118,2.07667,1.03072e-11,2.45093,2.07667,0,0.2884882,0,interior
34,C-train-5,contraction,17.9181,0.220644,1.29124,2.28336e-11,2.86428,1.29124,2,0.12935599999999997,0,interior
35,C-train-5,contraction,17.8915,0.178855,1.58328,2.75138e-11,3.79542,1.58328,0,0.171145,0,interior
36,C-train-5,contraction,17.8952,0.12663,1.86236,2.2832e-11,3.66674,1.86236,0,0.22336999999999999,0,interior
37,C-train-5,contraction,17.8952,0.0796114,2.03199,1.58057e-11,3.66674,2.03199,0,0.2703886,0,interior
38,C-train-5,contraction,17.9232,0.35,3.4603699999999996e-31,7.588390000000001e-32,2.68524,3.5425975166283e-31,2,0.0,1,wall
39,C-train-5,contraction,17.8852,0.290258,0.669097,1.83269e-11,4.01739,0.669097,2,0.05974199999999996,0,interior
40,C-train-5,contraction,17.959,0.00789245,2.14177,1.17733e-12,1.4351,2.14177,0,0.34210755,0,interior
41,C-train-5,contraction,18.0,-0.0126852,2.14004,-1.57893e-12,1.3184300000000002e-44,2.14004,0,0.33731479999999997,1,outlet
42,C-train-5,contraction,17.9817,-0.00530724,2.14236,-6.44878e-13,0.640633,2.14236,0,0.34469276,0,interior
43,C-train-5,contraction,17.9169,0.0341182,2.12249,6.30692e-12,2.90746,2.12249,0,0.3158818,0,interior
44,C-train-5,contraction,17.8481,0.247163,1.07423,3.3106e-11,5.31396,1.07423,2,0.10283699999999998,0,interior
45,C-train-5,contraction,17.8572,0.158735,1.7021,3.24746e-11,4.99582,1.7021,0,0.191265,0,interior
46,C-train-5,contraction,17.813,0.196117,1.47006,4.38645e-11,6.54332,1.47006,0,0.15388299999999996,0,interior
47,C-train-5,contraction,17.8468,0.1126,1.92107,2.77318e-11,5.35971,1.92107,0,0.23739999999999997,0,interior
48,C-train-5,contraction,17.8285,0.0541342,2.09159,1.61049e-11,6.00002,2.09159,0,0.29586579999999996,0,interior
49,C-train-5,contraction,17.864,0.0176755,2.13739,4.42802e-12,4.75921,2.13739,0,0.33232449999999997,0,interior
50,C-train-5,contraction,17.8304,0.35,3.93028e-31,1.90403e-31,5.93206,4.3671994595278105e-31,2,0.0,1,wall
51,C-train-5,contraction,17.8047,0.292121,0.650122,3.02123e-11,6.8315,0.650122,2,0.05787899999999996,0,interior
52,C-train-5,contraction,17.9344,-0.0128833,2.13995,-2.19339e-12,2.29629,2.13995,0,0.3371167,0,interior
53,C-train-5,contraction,17.9607,-0.0259547,2.13107,-3.85743e-12,1.3758,2.13107,0,0.3240453,0,interior
54,C-train-5,contraction,18.0,-0.0380556,2.11752,-5.27892e-12,3.3995700000000003e-44,2.11752,0,0.31194439999999996,1,outlet
55,C-train-5,contraction,17.8952,-0.0144254,2.13922,-3.0143e-12,3.66672,2.13922,0,0.3355746,0,interior
56,C-train-5,contraction,17.8359,-0.0351711,2.12122,-1.01673e-11,5.73987,2.12122,0,0.31482889999999997,0,interior
57,C-train-5,contraction,17.7613,0.239752,1.13736,5.26329e-11,8.34971,1.13736,2,0.11024799999999998,0,interior
58,C-train-5,contraction,17.7613,0.154657,1.72445,5.15321e-11,8.35086,1.72445,0,0.195343,0,interior
59,C-train-5,contraction,17.7882,0.0955993,1.98299,3.25052e-11,7.41121,1.98299,0,0.2544007,0,interior
60,C-train-5,contraction,17.775,0.0186324,2.13678,7.36142e-12,7.8725,2.13678,0,0.3313676,0,interior
61,C-train-5,contraction,17.7011,0.290631,0.665313,4.69278e-11,10.4559,0.665313,2,0.059369000000000005,0,interior
62,C-train-5,contraction,17.7307,0.35,4.07261e-31,3.1340099999999998e-31,9.42287,5.1388880988206e-31,2,0.0,1,wall
63,C-train-5,contraction,17.9365,-0.04966,2.09972,-8.13674e-12,2.21985,2.09972,0,0.30034,0,interior
64,C-train-5,contraction,17.9795,-0.0553948,2.08918,-7.80544e-12,0.717799,2.08918,0,0.29460519999999996,0,interior
65,C-train-5,contraction,18.0,-0.0634259,2.07249,-8.64853e-12,1.8500500000000001e-44,2.07249,0,0.2865741,1,outlet
66,C-train-5,contraction,17.8952,-0.0614438,2.07682,-1.25212e-11,3.66671,2.07682,0,0.2885562,0,interior
67,C-train-5,contraction,17.7613,-0.0613065,2.07711,-2.45832e-11,8.35161,2.07711,0,0.2886935,0,interior
68,C-train-5,contraction,17.8468,-0.0794504,2.03244,-2.07908e-11,5.35967,2.03244,0,0.27054959999999995,0,interior
69,C-train-5,contraction,17.6879,0.19828,1.45513,7.30934e-11,10.9195,1.45513,0,0.15171999999999997,0,interior
70,C-train-5,contraction,17.7011,0.106353,1.945,4.98625e-11,10.4568,1.945,0,0.24364699999999997,0,interior
71,C-train-5,contraction,17.7011,-0.00994647,2.14113,-4.98006e-12,10.4567,2.14113,0,0.34005353,0,interior
72,C-train-5,contraction,17.6166,0.25,1.04956,8.19029e-11,13.4124,1.04956,2,0.09999999999999998,0,interior
73,C-train-5,contraction,17.6309,0.35,4.07261e-31,4.29505e-31,12.9137,5.918919387405103e-31,2,0.0,1,wall
74,C-train-5,contraction,17.9556,-0.0755868,2.04291,-1.09672e-11,1.55369,2.04291,0,0.27441319999999997,0,interior
75,C-train-5,contraction,17.9277,-0.0787481,2.03438,-1.30348e-11,2.52913,2.03438,0,0.2712519,0,interior
76,C-train-5,contraction,17.9803,-0.0843647,2.01835,-1.12175e-11,0.68849,2.01835,0,0.26563529999999996,0,interior
77,C-train-5,contraction,17.6673,-0.077326,2.03826,-4.25995e-11,11.6387,2.03826,0,0.27267399999999997,0,interior
78,C-train-5,contraction,18.0,-0.0887963,2.00493,-1.15122e-11,1.46726e-44,2.00493,0,0.2612037,1,outlet
79,C-train-5,contraction,17.8952,-0.108462,1.93707,-2.03978e-11,3.6667,1.93707,0,0.24153799999999997,0,interior
80,C-train-5,contraction,17.7966,-0.145008,1.77503,-4.24139e-11,7.11774,1.77503,0,0.20499199999999998,0,interior
81,C-train-5,contraction,17.7222,-0.14725,1.76357,-5.83295e-11,9.72012,1.76357,0,0.20274999999999999,0,interior
82,C-train-5,contraction,17.8572,-0.143181,1.78424,-3.07856e-11,4.99586,1.78424,0,0.20681899999999998,0,interior
83,C-train-5,contraction,17.6309,0.05,2.09912,3.14181e-11,12.9137,2.09912,0,0.3,0,interior
84,C-train-5,contraction,17.6024,0.15,1.74927,8.48931e-11,13.911,1.74927,0,0.19999999999999998,0,interior
85,C-train-5,contraction,17.5739,-0.05,2.09912,-3.62892e-11,14.9084,2.09912,0,0.3,0,interior
86,C-train-5,contraction,17.5311,0.25,1.04956,1.00008e-10,16.4045,1.04956,2,0.09999999999999998,0,interior
87,C-train-5,contraction,17.5311,0.35,4.07261e-31,5.45608e-31,16.4045,6.80844778040487e-31,2,0.0,1,wall
88,C-train-5,contraction,17.9803,-0.107882,1.93927,-1.3577e-11,0.688496,1.93927,0,0.24211799999999997,0,interior
