sample_id,case_id,family,x_star,y_star,u_star,v_star,p_star,speed_star,region_id,wall_distance_star,is_boundary,boundary_type
0,C-train-3,contraction,0.0,-0.341299,0.801089,-1.2656199999999998e-39,985.253,0.801089,0,0.15870099999999998,1,inlet
1,C-train-3,contraction,0.0,-0.417144,0.455948,-1.3415299999999999e-39,985.253,0.455948,2,0.08285599999999999,1,inlet
2,C-train-3,contraction,0.0,-0.391862,0.578665,-1.3163599999999999e-39,985.253,0.578665,2,0.10813800000000001,1,inlet
3,C-train-3,contraction,0.0,-0.316018,0.900796,-1.22116e-39,985.253,0.900796,0,0.18398199999999998,1,inlet
4,C-train-3,contraction,0.0222217,-0.332971,0.834784,-2.95462e-09,984.986,0.834784,0,0.16702899999999998,0,interior
5,C-train-3,contraction,0.0,-0.366581,0.693712,-1.3073799999999998e-39,985.253,0.693712,2,0.133419,1,inlet
6,C-train-3,contraction,0.0,-0.290736,0.992834,-1.1640499999999999e-39,985.253,0.992834,0,0.209264,1,inlet
7,C-train-3,contraction,0.018749,-0.283689,1.01712,-2.35126e-09,985.028,1.01712,0,0.21631099999999998,0,interior
8,C-train-3,contraction,0.0222711,-0.38607,0.605702,-3.0012e-09,984.986,0.605702,2,0.11392999999999998,0,interior
9,C-train-3,contraction,0.0,-0.442425,0.325561,-1.2624199999999999e-39,985.253,0.325561,2,0.05757499999999999,1,inlet
10,C-train-3,contraction,0.02228,-0.415322,0.465044,-2.97076e-09,984.986,0.465044,2,0.08467799999999998,0,interior
11,C-train-3,contraction,0.0412241,-0.305548,0.939844,-4.8259e-09,984.758,0.939844,0,0.194452,0,interior
12,C-train-3,contraction,0.0496715,-0.333837,0.831315,-5.69221e-09,984.657,0.831315,0,0.166163,0,interior
13,C-train-3,contraction,0.0394412,-0.363612,0.706718,-4.79456e-09,984.78,0.706718,2,0.136388,0,interior
14,C-train-3,contraction,0.0,-0.265455,1.0772,-1.09593e-39,985.253,1.0772,0,0.234545,1,inlet
15,C-train-3,contraction,0.018749,-0.260373,1.09323,-2.22467e-09,985.028,1.09323,0,0.23962699999999998,0,interior
16,C-train-3,contraction,0.0679404,-0.273614,1.05081,-6.67343e-09,984.438,1.05081,0,0.22638599999999998,0,interior
17,C-train-3,contraction,0.0420404,-0.251229,1.12131,-4.41316e-09,984.749,1.12131,0,0.24877100000000002,0,interior
