阶段,轮次,总损失,验证_rel_l2_u,验证_rel_l2_v,验证_rel_l2_p,验证_rel_l2_speed,验证_max_speed_err_over_speed_max,验证_max_p_err_over_p_range,验证_p95_speed_err_over_speed_max,验证_p95_p_err_over_p_range,速度监督损失,速度_u损失,速度_v损失,壁面损失,入口流量损失,连续性损失,动量损失,速度阶段连续性权重,速度阶段动量权重,压力监督损失,出口压力损失,压降损失,压力阶段动量权重,耦合_速度监督损失,耦合_压力监督损失,耦合_壁面损失,耦合_入口流量损失,耦合_出口压力损失,耦合_压降损失,耦合_连续性损失,耦合_动量损失,耦合_平均散度绝对值,耦合_最大散度绝对值
第一阶段_速度模型,1,2.988248109817505,0.7310158610343933,0.6823070645332336,0.4981328248977661,0.4734770655632019,0.5969051718711853,0.5403895974159241,0.5420350432395935,0.49027740955352783,2.105431079864502,1.040825605392456,1.0646053552627563,0.7468210458755493,0.27199092507362366,6.549787485710112e-06,5.224062078923453e-06,0.1,0.0,,,,,,,,,,,,,,
第一阶段_速度模型,2,2.648059368133545,0.7011502981185913,0.6382941007614136,0.4981328248977661,0.44524362683296204,0.5413370132446289,0.5403895974159241,0.49733108282089233,0.49027740955352783,1.8898924589157104,0.9560545086860657,0.9338379502296448,0.6351634860038757,0.24600547552108765,6.069135451980401e-06,5.2225645958969835e-06,0.1,0.0,,,,,,,,,,,,,,
第一阶段_速度模型,3,2.3389031887054443,0.6711282134056091,0.595879077911377,0.4981328248977661,0.4179662764072418,0.4882340431213379,0.5403895974159241,0.4541349709033966,0.49027740955352783,1.6919102668762207,0.8748824596405029,0.817027747631073,0.5365795493125916,0.22082506120204926,6.002685950079467e-06,5.2100122047704645e-06,0.1,0.0,,,,,,,,,,,,,,
第一阶段_速度模型,4,2.05668568611145,0.6408008933067322,0.5547546148300171,0.4981328248977661,0.39151468873023987,0.4373428523540497,0.5403895974159241,0.41536250710487366,0.49027740955352783,1.5089290142059326,0.7968593239784241,0.7120697498321533,0.44961264729499817,0.19628660380840302,6.288196345849428e-06,5.1906745284213684e-06,0.1,0.0,,,,,,,,,,,,,,
第一阶段_速度模型,5,1.7983837127685547,0.6100282669067383,0.514719545841217,0.4981328248977661,0.3657897114753723,0.39677196741104126,0.5403895974159241,0.3822984993457794,0.49027740955352783,1.3390756845474243,0.7216776609420776,0.6173980236053467,0.373152494430542,0.1723095327615738,6.894973921589553e-06,5.166920800547814e-06,0.1,0.0,,,,,,,,,,,,,,
第一阶段_速度模型,6,1.5618928670883179,0.5786890983581543,0.4757048487663269,0.4981328248977661,0.3407452404499054,0.3713463246822357,0.5403895974159241,0.3575899004936218,0.49027740955352783,1.1809892654418945,0.6491139531135559,0.5318753719329834,0.3064648509025574,0.14887580275535583,7.81292692408897e-06,5.139132099429844e-06,0.1,0.0,,,,,,,,,,,,,,
第一阶段_速度模型,7,1.3460416793823242,0.5467281341552734,0.4378248453140259,0.4981328248977661,0.31642043590545654,0.35971400141716003,0.5403895974159241,0.3357235789299011,0.49027740955352783,1.0338568687438965,0.5790890455245972,0.45476776361465454,0.24916231632232666,0.12604296207427979,9.048129868460819e-06,5.1070710469502956e-06,0.1,0.0,,,,,,,,,,,,,,
第一阶段_速度模型,8,1.1505991220474243,0.5141808390617371,0.40143609046936035,0.4981328248977661,0.2929694950580597,0.34682437777519226,0.5403895974159241,0.3164125680923462,0.49027740955352783,0.897453784942627,0.5117372870445251,0.3857164978981018,0.20116779208183289,0.1039527952671051,1.0619457498250995e-05,5.070237875770545e-06,0.1,0.0,,,,,,,,,,,,,,
第一阶段_速度模型,9,0.9761938452720642,0.4812076687812805,0.3671826124191284,0.4981328248977661,0.2706880271434784,0.33292993903160095,0.5403895974159241,0.2973688244819641,0.49027740955352783,0.7721185684204102,0.44741564989089966,0.3247029483318329,0.1626511961221695,0.08284566551446915,1.2559797141875606e-05,5.028267423767829e-06,0.1,0.0,,,,,,,,,,,,,,
第一阶段_速度模型,10,0.824134349822998,0.44815146923065186,0.33599549531936646,0.4981328248977661,0.2500334084033966,0.3225632607936859,0.5403895974159241,0.2799186408519745,0.49027740955352783,0.6586560010910034,0.38670676946640015,0.27194923162460327,0.13394269347190857,0.06306827068328857,1.4915272004145663e-05,4.980733592674369e-06,0.1,0.0,,,,,,,,,,,,,,
第一阶段_速度模型,11,0.6961127519607544,0.41560831665992737,0.3090004622936249,0.4981328248977661,0.23162785172462463,0.31065404415130615,0.5403895974159241,0.2733851671218872,0.49027740955352783,0.558192253112793,0.3304288983345032,0.227763369679451,0.1153804287314415,0.045076631009578705,1.7742593627190217e-05,4.927126155962469e-06,0.1,0.0,,,,,,,,,,,,,,
第一阶段_速度模型,12,0.5937595963478088,0.3844723105430603,0.2872726023197174,0.4981328248977661,0.21620109677314758,0.3235636353492737,0.5403895974159241,0.2698935866355896,0.49027740955352783,0.47195741534233093,0.27961891889572144,0.1923384964466095,0.10708726942539215,0.029425662010908127,2.1098634533700533e-05,4.8668443923816085e-06,0.1,0.0,,,,,,,,,,,,,,
